,nb_uniq_visitors,nb_visits,nb_users,nb_actions,max_actions,bounce_count,sum_visit_length,Referrers_visitorsFromSearchEngines,Referrers_visitorsFromSocialNetworks,Referrers_visitorsFromDirectEntry,Referrers_visitorsFromWebsites,Referrers_visitorsFromCampaigns,Referrers_distinctSearchEngines,Referrers_distinctSocialNetworks,Referrers_distinctKeywords,Referrers_distinctWebsites,Referrers_distinctWebsitesUrls,Referrers_distinctCampaigns,Referrers_visitorsFromDirectEntry_percent,Referrers_visitorsFromSearchEngines_percent,Referrers_visitorsFromCampaigns_percent,Referrers_visitorsFromSocialNetworks_percent,Referrers_visitorsFromWebsites_percent,nb_conversions,nb_visits_converted,revenue,conversion_rate,nb_pageviews,nb_uniq_pageviews,nb_downloads,nb_uniq_downloads,nb_outlinks,nb_uniq_outlinks,nb_searches,nb_keywords,nb_hits_with_time_generation,avg_time_generation,bounce_rate,nb_actions_per_visit,avg_time_on_site,avg_time_on_site_returning,nb_actions_per_visit_returning,bounce_rate_returning,avg_time_on_site_new,nb_actions_per_visit_new,bounce_rate_new,nb_visits_new,nb_actions_new,nb_uniq_visitors_new,nb_users_new,max_actions_new,nb_visits_returning,nb_actions_returning,nb_uniq_visitors_returning,nb_users_returning,max_actions_returning,nb_conversions_new_visit,nb_visits_converted_new_visit,revenue_new_visit,conversion_rate_new_visit,nb_conversions_returning_visit,nb_visits_converted_returning_visit,revenue_returning_visit,conversion_rate_returning_visit
2019-07-31,14606,15631,118,172288,15329,7713,2184937,10887,33,2833,1876,2,11,5,462,337,521,1,0%,0%,0%,0%,0%,7653,3605,0,23.06%,112683,79709,5313,4528,3323,2833,50969,500,29743,0.913,49%,11,140,233,30.5,45%,104,3.4,51%,11256,38700,11253,28,5460,4375,133588,3764,93,15329,4029,2565,0,22.79%,3624,1040,0,23.77%
2019-08-01,11317,12144,91,125617,10893,6079,1610468,8382,38,2327,1395,2,13,4,350,256,407,1,0%,0%,0%,0%,0%,5562,2886,0,23.76%,82599,57760,4180,3527,2607,2214,36231,500,22267,2.574,50%,10.3,133,209,29.6,46%,102,2.6,52%,8665,22503,8664,10,566,3479,103114,3003,83,10893,3103,2114,0,24.4%,2459,772,0,22.19%
2019-08-02,12201,13015,108,135726,7038,6883,1718935,8339,71,3159,1444,2,12,5,349,274,422,1,0%,0%,0%,0%,0%,6130,2960,0,22.74%,88416,65469,3986,3431,2637,2218,40687,500,23519,1.037,53%,10.4,132,226,30.5,46%,98,3.2,55%,9572,30688,9570,21,3306,3443,105038,2996,89,7038,3325,2154,0,22.5%,2805,806,0,23.41%
2019-08-03,4840,5059,50,86012,6281,3068,541238,2861,12,1655,531,0,10,3,101,135,182,0,0%,0%,0%,0%,0%,2986,1315,0,25.99%,58654,44041,970,826,1000,805,25388,500,8108,0.928,61%,17,107,230,82.1,53%,83,4.2,62%,4230,17944,4217,21,2975,829,68068,751,32,6281,1685,1071,0,25.32%,1301,244,0,29.43%
2019-08-04,6517,6841,37,81077,6123,3627,761400,4869,10,1166,796,0,11,3,147,167,239,0,0%,0%,0%,0%,0%,4313,1999,0,29.22%,51020,36064,1503,1280,1616,1305,26938,500,12186,0.987,53%,11.9,111,228,45.8,52%,86,4.6,53%,5630,25631,5628,12,4831,1211,55446,1058,28,6123,2879,1630,0,28.95%,1434,369,0,30.47%
2019-08-05,12873,13803,116,160984,10709,6820,1899527,9638,52,2564,1547,2,14,4,432,321,514,1,0%,0%,0%,0%,0%,6864,3324,0,24.08%,104561,66656,4568,3891,2974,2478,48881,500,25975,0.986,49%,11.7,138,233,34.2,46%,102,3.3,51%,10069,33323,10069,24,2552,3734,127661,3197,98,10709,3896,2476,0,24.59%,2968,848,0,22.71%
2019-08-06,13558,14529,119,152905,12551,7533,1826353,9921,35,2884,1688,1,14,4,439,297,481,1,0%,0%,0%,0%,0%,6958,3390,0,23.33%,99321,71796,4321,3726,2953,2507,46310,500,26383,1.07,52%,10.5,126,213,32.7,47%,95,2.8,54%,10769,29887,10768,28,2691,3760,123018,3197,93,12551,3682,2492,0,23.14%,3276,898,0,23.88%
2019-08-07,13199,14181,119,152448,6903,7167,1834645,9654,34,2905,1586,2,13,6,395,283,451,2,0%,0%,0%,0%,0%,6827,3329,0,23.48%,100492,73979,4518,3923,2784,2447,44654,500,25886,0.984,51%,10.8,129,228,27.2,44%,93,4.6,53%,10332,47722,10330,39,4841,3849,104726,3261,86,6903,3953,2441,0,23.63%,2874,888,0,23.07%
2019-08-08,12604,13546,102,147488,6957,6737,1797486,9109,38,2485,1911,3,12,5,395,293,515,2,0%,0%,0%,0%,0%,6563,3079,0,22.73%,93771,67312,4383,3775,2819,2395,46515,500,24936,0.983,50%,10.9,133,221,30.9,46%,100,3.5,51%,9882,34442,9882,26,2715,3664,113046,3118,80,6957,3551,2266,0,22.93%,3012,813,0,22.19%
2019-08-09,11614,12391,98,136539,9333,6145,1516416,8545,38,2175,1632,1,11,5,365,291,469,1,0%,0%,0%,0%,0%,6039,2962,0,23.9%,88030,62177,3741,3252,2810,2332,41958,500,22829,0.953,50%,11,122,211,34.6,46%,93,3.1,51%,9280,29012,9280,21,3821,3111,107527,2681,82,9333,3408,2224,0,23.97%,2631,738,0,23.72%
2019-08-10,6469,6812,39,84954,6321,3559,849474,4766,20,1133,891,2,12,4,145,162,242,1,0%,0%,0%,0%,0%,4081,1925,0,28.26%,55725,40623,1628,1347,1597,1333,26004,500,12351,1.054,52%,12.5,125,245,53.7,51%,98,3.3,53%,5571,18311,5571,12,2050,1241,66643,1078,28,6321,2598,1562,0,28.04%,1483,363,0,29.25%
2019-08-11,6889,7260,44,92254,9850,3801,896652,5051,25,1207,977,0,10,4,188,161,248,0,0%,0%,0%,0%,0%,4464,2154,0,29.67%,58808,42003,1805,1512,1721,1415,29920,500,13396,1.016,52%,12.7,124,226,54.9,52%,102,3.7,52%,5985,22243,5982,13,2378,1275,70011,1141,33,9850,2842,1757,0,29.36%,1622,397,0,31.14%
2019-08-12,11860,12679,103,137803,10081,6340,1748291,8802,28,2259,1588,2,14,4,368,286,456,1,0%,0%,0%,0%,0%,6219,3023,0,23.84%,88865,63223,4135,3484,2666,2273,42137,500,23022,1.62,50%,10.9,138,231,31.2,47%,106,4,51%,9491,38356,9490,22,3936,3188,99447,2740,83,10081,3690,2279,0,24.01%,2529,744,0,23.34%
2019-08-13,11850,12670,94,150509,12143,6310,1748439,8911,68,2169,1520,2,11,4,373,263,420,1,0%,0%,0%,0%,0%,6827,3155,0,24.9%,102868,75825,4135,3526,2852,2372,40654,500,23854,0.943,50%,11.9,138,239,37.7,46%,103,3,51%,9428,28286,9427,21,2413,3242,122223,2765,76,12143,3660,2375,0,25.19%,3167,780,0,24.06%
2019-08-14,11135,11869,90,178379,19013,6085,1542238,7876,20,2660,1311,2,12,4,324,257,381,1,0%,0%,0%,0%,0%,5606,2936,0,24.74%,133753,110395,3578,3079,2649,2178,38399,500,22503,0.666,51%,15,130,223,48.4,47%,100,4.2,53%,8970,37949,8969,29,5987,2899,140430,2503,68,19013,3520,2233,0,24.89%,2086,703,0,24.25%
2019-08-15,7920,8317,38,109071,21133,4621,852041,5534,48,1834,901,0,11,3,184,179,259,0,0%,0%,0%,0%,0%,4065,2234,0,26.86%,78483,56041,1919,1628,1774,1488,26895,500,14473,0.573,56%,13.1,102,193,63.7,54%,83,2.5,56%,6875,17158,6874,10,519,1442,91913,1283,29,21133,2773,1811,0,26.34%,1292,423,0,29.33%
2019-08-16,8886,9495,65,154267,10776,5185,1111372,6182,29,2212,1072,0,11,5,234,203,300,0,0%,0%,0%,0%,0%,4943,2407,0,25.35%,120604,99330,2421,2086,1976,1658,29266,500,17194,0.587,55%,16.2,117,229,65,50%,88,3.4,56%,7518,25710,7518,14,4292,1977,128557,1651,56,10776,2920,1873,0,24.91%,2023,534,0,27.01%
2019-08-17,7686,8093,51,163605,15530,4673,842262,4971,22,2258,842,0,11,5,128,175,238,0,0%,0%,0%,0%,0%,4300,2203,0,27.22%,133955,113206,1709,1444,1601,1330,26340,500,13941,0.583,58%,20.2,104,226,101.6,52%,78,3.1,59%,6684,20510,6677,9,5118,1409,143095,1242,42,15530,2700,1775,0,26.56%,1600,428,0,30.38%
2019-08-18,7986,8388,45,103864,13829,4632,876181,5499,25,1890,974,0,12,6,183,186,278,0,0%,0%,0%,0%,0%,4718,2311,0,27.55%,71678,50646,1907,1576,1759,1423,28520,500,14648,0.577,55%,12.4,104,195,56.6,53%,86,3.2,56%,6942,22066,6942,13,3420,1446,81798,1280,34,13829,3054,1871,0,26.95%,1664,440,0,30.43%
2019-08-19,13451,14432,116,172019,7799,7060,1960329,9953,26,2788,1664,1,11,4,418,309,499,1,0%,0%,0%,0%,0%,7607,3447,0,23.88%,114456,82158,4798,4132,3195,2684,49570,500,27584,0.546,49%,11.9,136,223,35.8,46%,105,3.6,50%,10700,38450,10698,26,1663,3732,133569,3181,97,7799,4056,2556,0,23.89%,3551,891,0,23.87%
2019-08-20,14373,15475,119,176503,9272,7531,2102001,10859,47,2860,1709,0,11,4,435,336,541,0,0%,0%,0%,0%,0%,7958,3657,0,23.63%,121407,88170,5102,4409,3409,2861,46585,500,29498,0.544,49%,11.4,136,207,32.5,45%,110,3.6,50%,11304,40983,11304,29,5248,4171,135520,3533,95,9272,4243,2646,0,23.41%,3715,1011,0,24.24%
2019-08-21,14029,15054,128,182263,7591,7671,1961922,10150,27,3304,1573,0,10,4,471,313,496,0,0%,0%,0%,0%,0%,8073,3492,0,23.2%,128400,97675,4818,4123,3100,2599,45945,500,28508,0.523,51%,12.1,130,223,36.8,46%,97,3.3,53%,11086,36246,11086,30,2724,3968,146017,3396,106,7591,4030,2512,0,22.66%,4043,980,0,24.7%
2019-08-22,14470,15461,99,185509,12668,8179,1938342,9879,22,3914,1644,2,12,7,427,314,498,2,0%,0%,0%,0%,0%,8383,3582,0,23.17%,129816,97370,4807,4183,3120,2646,47766,500,28672,0.552,53%,12,125,215,38.4,46%,95,2.9,55%,11511,33936,11508,17,2372,3950,151573,3391,83,12668,4199,2651,0,23.03%,4184,931,0,23.57%
2019-08-23,12879,13738,105,167365,11354,7294,1764463,8974,37,3088,1639,0,11,6,363,282,465,0,0%,0%,0%,0%,0%,7117,3183,0,23.17%,118816,90332,4277,3688,2684,2242,41588,500,25280,0.54,53%,12.2,128,226,38.1,47%,94,3,55%,10139,30079,10138,22,2116,3599,137286,3101,84,11354,3561,2303,0,22.71%,3556,880,0,24.45%
2019-08-24,6760,7113,51,102492,9061,3779,800093,4961,25,1251,876,0,11,4,171,173,252,0,0%,0%,0%,0%,0%,4250,2065,0,29.03%,74080,57064,1643,1426,1677,1290,25092,500,12960,0.634,53%,14.4,112,195,61.5,53%,93,3.5,53%,5774,20102,5764,15,3225,1339,82390,1183,38,9061,2708,1668,0,28.89%,1542,397,0,29.65%
2019-08-25,7277,7689,40,112247,7054,3946,902243,5385,23,1344,937,0,12,3,183,188,268,0,0%,0%,0%,0%,0%,4552,2162,0,28.12%,81404,62342,1866,1574,1765,1432,27212,500,14035,0.593,51%,14.6,117,221,60.5,50%,92,3.5,52%,6191,21578,6191,14,3056,1498,90669,1320,28,7054,2863,1725,0,27.86%,1689,437,0,29.17%
2019-08-26,16750,17837,121,200902,7409,8915,2085172,11247,155,3028,3404,3,11,4,480,321,531,1,0%,0%,0%,0%,0%,8517,3867,0,21.68%,142104,102992,6596,5544,3290,2754,48912,500,31996,0.538,50%,11.3,117,196,36.2,47%,91,3.1,51%,13446,41942,13444,25,4516,4391,158960,3771,100,7409,4316,2841,0,21.13%,4201,1026,0,23.37%
2019-08-27,17993,19193,142,199580,17833,10015,2332804,11592,239,4299,3061,2,15,6,470,334,558,1,0%,0%,0%,0%,0%,9130,4180,0,21.78%,141367,102679,6826,5862,3610,3089,47777,500,34557,0.525,52%,10.4,122,211,32.2,46%,92,3.1,54%,14382,44846,14382,35,2682,4811,154734,4145,112,17833,4634,3018,0,20.98%,4496,1162,0,24.15%
2019-08-28,16897,18009,140,194356,13236,9236,2311042,11578,343,3876,2210,2,11,5,478,326,529,1,0%,0%,0%,0%,0%,9054,4021,0,22.33%,133508,98202,6208,5235,3713,3035,50927,500,33360,0.519,51%,10.8,128,209,33.8,47%,102,3.2,53%,13540,43455,13538,32,4513,4469,150901,3874,112,13236,4852,3011,0,22.24%,4202,1010,0,22.6%
2019-08-29,15614,16688,136,185663,11164,8247,2180519,11400,207,3083,1997,1,13,4,500,351,577,1,0%,0%,0%,0%,0%,8407,3889,0,23.3%,127249,93107,5528,4779,3621,3043,49265,500,31569,0.556,49%,11.1,131,209,29.1,46%,102,4.6,51%,12263,56766,12260,42,6106,4425,128897,3832,98,11164,4854,2876,0,23.45%,3553,1013,0,22.89%
2019-08-30,13794,14711,138,175049,9662,7186,1876467,10125,92,2672,1818,4,12,3,410,339,540,3,0%,0%,0%,0%,0%,7561,3557,0,24.18%,118826,88529,4909,4223,3165,2675,48149,500,27724,0.54,49%,11.9,128,205,36.1,46%,100,3.2,50%,10833,35143,10833,27,1660,3878,139906,3337,116,9662,4186,2628,0,24.26%,3375,929,0,23.96%
2019-08-31,7027,7412,49,103867,10064,3898,834474,5081,30,1317,984,0,10,5,156,182,276,0,0%,0%,0%,0%,0%,4380,2059,0,27.78%,74466,54864,1757,1443,1638,1344,26006,500,13087,0.591,53%,14,113,220,59.6,53%,88,3.6,53%,6034,21716,6033,15,2662,1378,82151,1212,37,10064,2620,1632,0,27.05%,1760,427,0,30.99%
2019-09-01,8779,9231,52,113374,7013,4727,1067803,6438,27,1508,1258,0,12,5,209,200,304,0,0%,0%,0%,0%,0%,5069,2496,0,27.04%,75520,53807,2413,2044,2099,1735,33342,500,16777,0.61,51%,12.3,116,209,50.6,54%,95,3.9,51%,7577,29727,7577,20,3239,1654,83647,1440,36,7013,3319,2006,0,26.47%,1750,490,0,29.63%
2019-09-02,17028,18129,146,193875,14717,9092,2213209,12459,80,3298,2290,2,13,5,529,338,609,2,0%,0%,0%,0%,0%,8151,3800,0,20.96%,128162,92961,6157,5323,3487,2981,56069,500,32537,0.536,50%,10.7,122,196,32.4,47%,97,3.4,51%,13569,45957,13567,40,5780,4560,147918,3963,109,14717,4465,2812,0,20.72%,3686,988,0,21.67%
2019-09-03,18597,19891,142,219881,9304,10023,2584184,12982,143,4217,2548,1,13,4,576,358,640,1,0%,0%,0%,0%,0%,8589,4165,0,20.94%,144294,105571,6939,5877,3834,3274,64814,500,37869,0.551,50%,11.1,130,201,32.1,46%,106,4,52%,14886,59346,14884,34,4096,5005,160535,4306,116,9304,4771,3023,0,20.31%,3818,1142,0,22.82%
2019-09-04,18899,20198,173,216675,10210,10227,2567209,12845,700,4292,2357,4,12,6,579,373,613,2,0%,0%,0%,0%,0%,9556,4425,0,21.91%,144905,105713,6714,5812,4007,3334,61049,500,37952,0.533,51%,10.7,127,203,30.3,46%,102,4.3,52%,15184,64868,15181,49,7262,5014,151807,4317,131,10210,5425,3247,0,21.38%,4131,1178,0,23.49%
2019-09-05,18617,19805,173,217929,13243,10024,2585307,12846,108,4413,2427,11,13,6,554,361,641,2,0%,0%,0%,0%,0%,9302,4318,0,21.8%,139791,99910,6976,5640,3784,3173,67378,500,37288,0.526,51%,11,131,207,31.4,46%,105,4.2,52%,14828,61744,14826,47,3780,4977,156185,4378,131,13243,5076,3142,0,21.19%,4226,1176,0,23.63%
2019-09-06,17519,18663,164,209339,27471,9732,2345597,11346,86,5032,2194,5,13,7,521,315,550,2,0%,0%,0%,0%,0%,9503,4118,0,22.07%,139019,100245,5648,4847,3778,3144,60894,500,34845,0.508,52%,11.2,126,204,34.5,46%,100,3.7,54%,14097,51587,14096,49,2417,4566,157752,3957,122,27471,5067,3053,0,21.66%,4436,1065,0,23.32%
2019-09-07,8748,9247,57,119015,7253,5002,1050293,5910,51,2053,1232,1,13,5,235,186,310,1,0%,0%,0%,0%,0%,5316,2525,0,27.31%,82274,60789,2251,1924,2138,1729,32352,500,16473,0.572,54%,12.9,114,212,49.8,53%,91,4.4,54%,7519,33013,7508,19,4237,1728,86002,1513,42,7253,3438,1997,0,26.56%,1878,528,0,30.56%
2019-09-08,9366,9794,58,135121,20853,5029,1096773,6742,68,1637,1347,0,13,5,268,214,362,0,0%,0%,0%,0%,0%,5890,2715,0,27.72%,94321,69054,2673,2270,2214,1835,35913,500,18074,0.566,51%,13.8,112,216,61.9,51%,90,3.5,52%,8062,27938,8062,15,3396,1732,107183,1548,43,20853,3560,2202,0,27.31%,2330,513,0,29.62%
2019-09-09,19487,20909,171,245946,8365,10267,2853775,14264,72,4040,2529,4,14,6,597,377,693,2,0%,0%,0%,0%,0%,10070,4570,0,21.86%,157240,116951,7481,6091,4213,3499,77012,500,40983,0.59,49%,11.8,136,204,36.5,48%,113,3.3,50%,15584,51596,15575,40,2861,5325,194350,4556,139,8365,5128,3333,0,21.39%,4942,1237,0,23.23%
2019-09-10,19632,21092,155,249109,15165,10472,3046374,13991,68,4335,2697,1,14,5,636,376,695,1,0%,0%,0%,0%,0%,10287,4502,0,21.34%,156243,117338,7431,6249,4073,3460,81362,500,41814,0.604,50%,11.8,144,211,34,47%,120,3.8,51%,15501,59072,15498,44,3625,5591,190037,4809,118,15165,5133,3245,0,20.93%,5154,1257,0,22.48%
2019-09-11,18253,19575,142,217648,18218,9731,2665449,13312,40,3857,2366,0,14,6,588,363,669,0,0%,0%,0%,0%,0%,8903,4240,0,21.66%,138281,101001,7146,5902,3724,3138,68497,500,37904,0.656,50%,11.1,136,208,33.3,45%,111,3.3,51%,14472,47895,14471,33,2391,5103,169753,4388,118,18218,4654,3054,0,21.1%,4249,1186,0,23.24%
2019-09-12,18373,19606,170,217087,12371,9565,2646920,13161,34,4070,2340,1,12,5,614,360,663,1,0%,0%,0%,0%,0%,6974,4054,0,20.68%,129710,94210,6718,5596,3982,3371,76677,500,38206,0.681,49%,11.1,135,198,32.7,46%,113,3.6,50%,14554,51915,14553,46,4612,5052,165172,4375,129,12371,4532,2978,0,20.46%,2442,1076,0,21.3%
2019-09-13,16974,18060,141,198207,11358,9089,2494838,11640,61,4348,2010,1,15,4,508,327,619,1,0%,0%,0%,0%,0%,8253,3913,0,21.67%,121325,90581,5968,4936,3762,3078,67152,500,35239,0.601,50%,11,138,209,30.6,46%,116,4.7,52%,13675,63895,13673,33,4967,4385,134312,3781,114,11358,4965,2976,0,21.76%,3288,937,0,21.37%
2019-09-14,9279,9762,59,108922,11744,5454,1093992,6136,31,2453,1142,0,10,3,214,197,354,0,0%,0%,0%,0%,0%,4701,2693,0,27.59%,70085,51934,2290,1912,2080,1693,34467,500,17862,0.638,56%,11.2,112,206,48,54%,92,3.3,56%,8051,26859,8050,15,5437,1711,82063,1501,45,11744,3524,2215,0,27.51%,1177,478,0,27.94%
2019-09-15,10147,10661,53,133225,12006,5874,1212479,6847,33,2477,1304,0,13,3,237,210,409,0,0%,0%,0%,0%,0%,4804,2735,0,25.65%,91740,65905,2648,2196,2190,1794,36647,500,19099,0.639,55%,12.5,114,210,53.3,52%,93,3.9,56%,8805,34312,8801,22,4743,1856,98913,1628,33,12006,3495,2241,0,25.45%,1309,494,0,26.62%
2019-09-16,21663,23211,171,289027,12616,11506,3436081,14848,148,5497,2707,11,14,5,643,389,776,1,0%,0%,0%,0%,0%,10568,4998,0,21.53%,177257,131631,9312,7377,4709,3921,97749,500,48128,0.647,50%,12.5,148,216,38.4,45%,126,3.9,51%,17470,68413,17466,36,6152,5741,220614,4910,141,12616,5778,3649,0,20.89%,4790,1349,0,23.5%
2019-09-17,21125,22741,171,279535,7429,10823,3448024,15208,72,4734,2720,7,13,6,691,373,775,2,0%,0%,0%,0%,0%,10184,4865,0,21.39%,173065,125910,9253,7371,4844,3966,92373,500,46880,0.69,48%,12.3,152,218,34.7,44%,128,4.3,49%,16767,71975,16764,43,5787,5974,207560,5097,132,7429,5569,3456,0,20.61%,4615,1409,0,23.59%
2019-09-18,20621,22052,170,265385,9205,10701,3083995,15223,74,4308,2447,0,15,6,683,354,722,0,0%,0%,0%,0%,0%,10178,4843,0,21.96%,169259,122081,8121,6637,4435,3687,83570,500,42853,0.631,49%,12,140,201,35,46%,119,4.3,49%,16473,70315,16470,47,6388,5579,195070,4822,128,9205,5802,3536,0,21.47%,4376,1307,0,23.43%
2019-09-19,20771,22175,174,263327,13387,10915,3139198,15106,73,4496,2500,0,15,4,616,357,750,0,0%,0%,0%,0%,0%,11186,4629,0,20.87%,166535,123000,8187,6688,4373,3686,84232,500,43721,0.61,49%,11.9,142,213,33.5,46%,117,4.5,50%,16520,74111,16517,54,6101,5655,189216,4908,132,13387,5727,3337,0,20.2%,5459,1292,0,22.85%
2019-09-20,18543,19853,147,249478,10942,9741,2875691,13280,172,4268,2133,0,10,5,505,371,694,0,0%,0%,0%,0%,0%,9582,4191,0,21.11%,147342,105217,7696,5841,3999,3302,90441,500,40068,0.639,49%,12.6,145,210,35.1,46%,123,4.9,50%,14827,73004,14825,41,5549,5026,176474,4297,113,10942,5138,3027,0,20.42%,4444,1164,0,23.16%
2019-09-21,9489,10034,72,123522,9444,5483,1092527,6833,189,1794,1218,0,11,4,253,195,385,0,0%,0%,0%,0%,0%,5644,2498,0,24.9%,79869,57289,2462,2038,2097,1717,39094,500,17851,0.719,55%,12.3,109,205,46.2,54%,87,4.5,55%,8156,36790,8141,29,3910,1878,86732,1649,48,9444,3425,1973,0,24.19%,2219,525,0,27.96%
2019-09-22,11674,12344,62,144175,9329,6555,1454231,8706,227,1979,1432,0,10,4,281,242,483,0,0%,0%,0%,0%,0%,6754,3059,0,24.78%,93222,65124,3309,2775,2685,2227,44959,500,23157,0.676,53%,11.7,118,199,44.7,53%,100,4.2,53%,10066,42404,10065,18,9329,2278,101771,2010,49,7774,4069,2461,0,24.45%,2685,598,0,26.25%
2019-09-23,22326,23984,178,314360,19052,11614,3433251,16437,152,4890,2505,0,13,7,675,402,842,0,0%,0%,0%,0%,0%,13200,4993,0,20.82%,204497,146074,10143,7623,4622,3945,95098,500,49490,0.635,48%,13.1,143,214,37.9,45%,119,4.6,50%,17854,81745,17851,39,13132,6130,232615,5232,148,19052,6313,3656,0,20.48%,6887,1337,0,21.81%
2019-09-24,22955,24552,164,314866,10807,11700,3805755,16722,152,5023,2655,0,14,5,715,385,841,0,0%,0%,0%,0%,0%,11947,5340,0,21.75%,195018,135556,9725,7708,5104,4247,105019,500,51204,0.595,48%,12.8,155,227,38.6,45%,131,4.2,48%,18418,78091,18415,39,10079,6134,236775,5268,130,10807,6252,3960,0,21.5%,5695,1380,0,22.5%
2019-09-25,21536,23092,159,268125,19986,11655,3217944,15362,87,5159,2484,0,13,4,694,372,771,0,0%,0%,0%,0%,0%,10864,4797,0,20.77%,172846,122210,8376,6792,4372,3704,82531,500,44435,0.586,50%,11.6,139,208,32.7,46%,116,4.6,52%,17313,79270,17311,47,6604,5779,188855,4956,119,19986,5817,3480,0,20.1%,5047,1317,0,22.79%
2019-09-26,21379,22916,163,293783,8455,11352,3365862,15149,47,5579,2140,1,14,5,667,389,763,1,0%,0%,0%,0%,0%,10072,4609,0,20.11%,179648,129510,9873,7049,4144,3541,100118,500,46161,0.596,50%,12.8,147,216,36.4,44%,123,4.8,51%,17105,82492,17104,59,8455,5811,211291,5000,113,8005,5424,3306,0,19.33%,4648,1303,0,22.42%
2019-09-27,17756,19009,126,251343,14909,9219,2801130,12773,95,4131,2010,0,11,6,580,362,705,0,0%,0%,0%,0%,0%,8591,3891,0,20.47%,149452,106251,8246,5872,3637,3079,90008,500,38081,0.601,48%,13.2,147,216,40.1,45%,124,3.9,50%,14113,54904,14110,26,5624,4896,196439,4202,107,14909,4521,2843,0,20.14%,4070,1048,0,21.41%
2019-09-28,9503,10061,63,123320,9665,5808,1085119,6468,70,2488,1035,0,16,5,229,191,374,0,0%,0%,0%,0%,0%,4060,2372,0,23.58%,81489,60293,2485,2028,1977,1647,37369,500,17872,0.631,58%,12.3,108,211,53.1,52%,85,3.1,59%,8212,25147,8195,17,1548,1849,98173,1605,50,9665,2855,1849,0,22.52%,1205,523,0,28.29%
2019-09-29,11261,11913,66,133149,14538,6609,1395714,7817,48,2798,1250,0,11,5,283,236,484,0,0%,0%,0%,0%,0%,5228,2833,0,23.78%,86127,63080,3201,2552,2338,1932,41483,500,21402,1.259,55%,11.2,117,232,45.6,50%,91,3.3,57%,9699,32168,9699,24,3921,2214,100981,1907,44,14538,3422,2253,0,23.23%,1806,580,0,26.2%
2019-09-30,20892,22525,182,258811,18757,11087,3398006,15170,127,4865,2363,0,11,5,706,383,805,0,0%,0%,0%,0%,0%,8785,4693,0,20.83%,156285,115358,9263,7138,4385,3678,88878,500,46129,0.643,49%,11.5,151,211,31.1,46%,129,4.3,50%,16461,70359,16458,40,10328,6064,188452,5196,149,18757,5315,3392,0,20.61%,3470,1301,0,21.45%
2019-10-01,22676,24468,181,270056,15863,12300,3643883,15867,114,6021,2465,1,15,6,711,373,823,1,0%,0%,0%,0%,0%,9162,5031,0,20.56%,160773,115917,10158,7757,4516,3783,94609,500,49864,0.579,50%,11,149,217,30.4,46%,124,4.1,52%,17979,72889,17976,53,4607,6489,197167,5468,132,15863,5640,3620,0,20.13%,3522,1411,0,21.74%
2019-10-02,29051,30623,169,262247,10880,19190,3310563,15484,87,12700,2351,1,12,7,695,390,769,1,0%,0%,0%,0%,0%,8258,4931,0,16.1%,164581,115776,8975,7222,4519,3769,84172,500,54338,0.535,63%,8.6,108,223,31.2,45%,80,3,67%,24592,73952,24589,31,4837,6031,188295,5153,142,10880,5459,3590,0,14.6%,2799,1341,0,22.24%
2019-10-03,20992,22434,159,266260,44940,10792,3410581,14935,101,4717,2680,1,13,6,685,381,808,1,0%,0%,0%,0%,0%,7633,4565,0,20.35%,160949,106349,9821,7362,4374,3656,91116,500,46685,0.588,48%,11.9,152,209,34.4,44%,132,3.9,49%,16543,63747,16542,35,3577,5891,202513,5140,127,44940,5085,3325,0,20.1%,2548,1240,0,21.05%
2019-10-04,19731,21110,155,238626,12056,10825,3071643,13380,65,5098,2567,0,13,6,563,369,750,0,0%,0%,0%,0%,0%,7011,4346,0,20.59%,141174,102751,8293,6493,3974,3308,85185,500,42898,0.582,51%,11.3,146,215,35.1,46%,122,3.1,53%,15707,48718,15705,35,1896,5403,189908,4679,125,12056,4648,3147,0,20.04%,2363,1199,0,22.19%
2019-10-05,10119,10731,59,119590,9695,6123,1209128,6709,44,2520,1458,0,12,5,269,216,411,0,0%,0%,0%,0%,0%,4389,2621,0,24.42%,77417,55018,2713,2220,1915,1600,37545,500,19594,0.638,57%,11.1,113,210,49.4,52%,90,2.4,58%,8735,21074,8717,10,73,1996,98516,1734,49,9695,3212,2066,0,23.65%,1177,555,0,27.81%
2019-10-06,11307,11937,58,128457,11827,6613,1444778,7631,37,2710,1559,0,12,5,272,224,475,0,0%,0%,0%,0%,0%,4697,2792,0,23.39%,82228,58028,3356,2699,2223,1861,40650,500,22456,0.628,55%,10.8,121,229,44.9,50%,96,2.7,57%,9652,25966,9652,12,1381,2285,102491,1982,46,11827,3348,2197,0,22.76%,1349,595,0,26.04%
2019-10-07,22533,24060,157,268668,10603,12358,3454721,15326,87,5483,3164,0,12,6,704,448,964,0,0%,0%,0%,0%,0%,9145,4714,0,19.59%,160215,117652,9814,7331,4147,3509,94492,500,47433,0.846,51%,11.2,144,202,30.2,47%,125,5,53%,18139,89898,18133,42,6364,5921,178770,5142,122,10603,5580,3475,0,19.16%,3565,1239,0,20.93%
