,avg_time_generation,avg_time_on_site,avg_time_on_site_returning,bounce_count,bounce_rate,bounce_rate_returning,conversion_rate,conversion_rate_new_visit,conversion_rate_returning_visit,max_actions,max_actions_returning,nb_actions,nb_actions_per_visit,nb_actions_per_visit_returning,nb_actions_returning,nb_conversions,nb_conversions_new_visit,nb_conversions_returning_visit,nb_downloads,nb_hits_with_time_generation,nb_keywords,nb_outlinks,nb_pageviews,nb_searches,nb_uniq_downloads,nb_uniq_outlinks,nb_uniq_pageviews,nb_uniq_visitors,nb_uniq_visitors_returning,nb_users,nb_users_returning,nb_visits,nb_visits_converted,nb_visits_converted_new_visit,nb_visits_converted_returning_visit,nb_visits_returning,revenue,revenue_new_visit,revenue_returning_visit,sum_visit_length
2014-08-28,0.334,186,332,1124,54%,50%,24.93%,24.42%,26.64%,749,749,7899,3.8,6.4,3041,1170,811,359,46,5848,341,237,7133,370,40,212,5078,1896,381,0,0,2066,515,389,126,473,0,0,0,383845
2014-08-29,0.377,151,240,1110,57%,50%,26.84%,26.79%,27.06%,188,65,6513,3.3,4.1,1556,1074,820,254,83,4582,364,225,5653,376,68,201,4162,1822,304,0,0,1952,524,422,102,377,0,0,0,293857
2014-08-30,0.359,139,223,561,61%,63%,22.84%,23.63%,19.28%,116,90,2806,3.1,3.5,589,462,362,100,12,2004,107,67,2655,115,11,65,1983,855,131,0,0,915,209,177,32,166,0,0,0,127559
2014-08-31,0.355,145,186,593,59%,57%,25.15%,25%,25.81%,132,56,2989,3,3.1,583,550,444,106,11,2039,126,115,2776,130,11,101,2048,924,143,0,0,1002,252,204,48,186,0,0,0,145230
2014-09-01,0.465,169,230,1273,57%,51%,25.73%,,24.59%,74,54,7365,3.3,3.9,1894,1237,,0,45,5379,395,265,6483,437,43,245,4889,2078,389,0,0,2239,576,,119,484,0,,0,377613
2014-09-02,0.38,170,290,1345,56%,48%,26.54%,,29.29%,252,252,8297,3.5,5,2604,1278,,0,40,5823,440,224,7348,477,38,211,5643,2211,424,0,0,2393,635,,152,519,0,,0,407601
2014-09-03,0.375,173,288,1306,55%,49%,28.83%,,30.35%,224,224,8385,3.5,5.3,2723,1466,,0,39,5966,395,229,7467,445,36,214,5537,2223,417,0,0,2393,690,,156,514,0,,0,414323
2014-09-04,0.379,167,275,1346,57%,53%,27.58%,,27.68%,196,78,8286,3.5,4.4,2189,1543,,0,45,6048,480,225,7161,526,41,206,5188,2162,390,0,0,2346,647,,137,495,0,,0,391805
2014-09-05,0.452,222,384,1170,55%,48%,28.39%,,31.9%,3727,698,11887,5.6,7.4,3286,1301,,0,28,6081,421,223,7181,463,25,206,5102,1976,353,0,0,2124,603,,141,442,0,,0,471202
2014-09-06,0.421,120,161,621,62%,59%,24.7%,,23.46%,112,32,2825,2.8,3.4,614,479,,0,15,1911,112,86,2633,115,14,82,2024,943,152,0,0,1004,248,,42,179,0,,0,120038
2014-09-07,0.5,101,147,657,64%,65%,22.73%,,22.38%,58,58,2542,2.5,3.4,487,432,,0,10,1670,133,80,2326,137,10,77,1837,979,125,0,0,1025,233,,32,143,0,,0,103643
2014-09-08,0.448,175,265,1459,56%,51%,27.38%,,29.38%,333,333,9208,3.6,5,3018,1587,,0,52,6924,444,256,8266,482,49,236,6106,2393,494,0,0,2586,708,,176,599,0,,0,453820
2014-09-09,0.433,167,264,1684,57%,52%,28%,,30.43%,187,59,9749,3.3,4.3,2660,1658,,0,43,7269,480,312,8614,527,41,291,6371,2736,511,0,0,2929,820,,189,621,0,,0,490086
2014-09-10,0.405,175,256,1679,57%,50%,29.29%,,30.83%,113,94,9312,3.2,4.4,2696,1702,,0,43,6753,467,289,8237,527,38,263,6303,2733,519,0,0,2936,860,,189,613,0,,0,513760
2014-09-11,0.392,171,228,1469,56%,50%,27.13%,,26.75%,293,53,8631,3.3,3.8,2184,1431,,0,24,6083,441,247,7456,505,24,232,5618,2415,465,0,0,2606,707,,153,572,0,,0,445220
2014-09-12,0.423,162,256,1140,55%,48%,25.19%,,28.54%,191,40,6465,3.1,3.7,1660,1082,,0,24,4705,365,193,5696,397,21,173,4332,1919,360,0,0,2060,519,,127,445,0,,0,333695
2014-09-13,0.366,169,232,1523,65%,63%,38.77%,,23.62%,179,179,5520,2.4,4.2,1128,1937,,0,13,3741,145,262,5193,150,12,242,3697,2201,226,0,0,2337,906,,64,271,0,,0,395757
2014-09-14,0.481,139,219,935,63%,62%,28.61%,,23.53%,160,67,3915,2.6,3.9,1005,824,,0,11,2561,145,140,3495,151,10,130,2693,1393,212,0,0,1482,424,,60,255,0,,0,206335
2014-09-15,0.414,204,328,1554,56%,49%,28.88%,,29.43%,2017,366,12426,4.5,5.5,3405,1800,,0,54,7452,500,307,10942,627,49,272,7280,2576,488,0,0,2787,805,,181,615,0,,0,568619
2014-09-16,0.399,201,303,1489,55%,51%,29.38%,,30.38%,160,160,10162,3.7,5.4,3222,1878,,0,59,7407,500,283,8857,618,50,265,6454,2491,484,0,0,2713,797,,182,599,0,,0,546471
2014-09-17,0.671,235,432,1262,46%,44%,1.59%,,1.91%,1121,132,14107,5.1,6.5,2052,53,,0,817,8452,500,934,9890,742,700,831,6924,2540,235,0,0,2762,44,,6,314,0,,0,649270
2014-09-18,1.691,210,374,1287,47%,41%,0.47%,,1.52%,112,93,10973,4,5.8,2302,15,,0,588,7141,500,874,8236,726,542,805,6252,2517,296,0,0,2738,13,,6,395,0,,0,574529
2014-09-19,0.89,209,367,1187,46%,44%,0.27%,,0.78%,277,85,11601,4.5,5.7,2181,7,,0,646,7647,500,924,8780,695,588,814,6428,2364,286,0,0,2562,7,,3,385,0,,0,536309
2014-09-20,1.219,142,221,589,51%,58%,0.7%,,0.64%,91,91,4154,3.6,4.6,720,8,,0,257,2698,217,315,3221,234,235,285,2497,1065,115,0,0,1148,8,,1,156,0,,0,163499
2014-09-21,2.145,170,273,693,49%,44%,0.49%,,1.07%,72,43,4892,3.4,4.5,834,7,,0,299,3260,237,342,3827,250,272,317,2926,1334,150,0,0,1425,7,,2,187,0,,0,242258
2014-09-22,2.119,200,389,1477,44%,41%,0.48%,,0.94%,101,100,13149,4,6.2,2636,16,,0,1081,8417,500,1008,9836,732,969,912,7216,3108,310,0,0,3324,16,,4,425,0,,0,665507
2014-09-23,1.696,207,354,1409,46%,45%,0.59%,,0.79%,252,116,13266,4.4,6.4,3232,18,,0,951,8512,500,1062,9777,835,788,927,7057,2809,401,0,0,3032,18,,4,504,0,,0,626794
2014-09-24,2.204,211,391,1320,46%,41%,0.31%,,0.66%,331,173,12172,4.2,5.9,2718,9,,0,918,7804,500,892,9111,731,786,791,6634,2703,355,0,0,2900,9,,3,457,0,,0,611211
2014-09-25,1.675,197,354,1335,46%,43%,0.55%,,0.88%,184,184,12642,4.4,6.7,3035,16,,0,767,8262,500,1066,9574,698,679,958,6994,2707,364,0,0,2887,16,,4,454,0,,0,568132
2014-09-26,2.383,219,453,1119,45%,40%,0.49%,0.4%,0.88%,300,300,11303,4.6,7.1,3251,13,9,4,631,7284,500,882,8507,695,547,795,6438,2271,354,0,0,2464,12,8,4,455,0,0,0,538443
2014-09-27,4.142,188,301,573,51%,51%,0.97%,0.72%,2.53%,128,103,4033,3.6,4.9,778,10,6,4,243,2541,159,357,3117,166,220,326,2454,1071,134,0,0,1134,11,7,4,158,0,0,0,212876
2014-09-28,3.418,148,311,720,53%,51%,0.37%,0.09%,1.98%,202,202,4317,3.2,5.5,1101,5,1,4,226,2898,175,320,3553,185,209,302,2859,1265,160,0,0,1350,5,1,4,202,0,0,0,199415
2014-09-29,3.909,239,451,1386,47%,39%,0.72%,0.63%,1.09%,241,188,12967,4.4,7,3845,21,15,6,772,8467,500,1033,9759,680,646,883,7066,2702,427,0,0,2926,21,15,6,552,0,0,0,700320
2014-09-30,1.997,240,414,1345,45%,40%,0.23%,0.21%,0.34%,343,343,15002,5,9.4,5445,7,5,2,934,10234,500,1257,11345,807,810,1048,7902,2749,455,0,0,2988,7,5,2,582,0,0,0,716483
2014-10-01,1.376,203,409,1330,45%,40%,0.38%,0.29%,0.72%,265,265,13336,4.5,8.2,4575,11,7,4,856,8634,500,963,9850,841,766,865,7160,2697,431,0,0,2931,11,7,4,555,0,0,0,596353
2014-10-02,1.94,202,383,1353,49%,40%,0.32%,0.27%,0.55%,263,263,12106,4.4,7.2,3876,10,7,3,950,7618,500,892,8923,771,849,800,6587,2556,411,0,0,2771,9,6,3,541,0,0,0,560850
2014-10-03,2.056,218,353,1166,46%,40%,8.13%,,9.72%,226,226,11208,4.4,6.5,3484,289,,0,789,7237,500,811,8191,747,696,739,5946,2344,413,0,0,2547,207,,52,535,0,,0,554482
2014-10-04,1.335,141,261,619,52%,48%,6.45%,,8.9%,60,48,3841,3.2,4.6,873,118,,0,249,2506,163,275,3035,174,231,244,2349,1126,151,0,0,1194,77,,17,191,0,,0,168421
2014-10-05,3.052,208,384,714,49%,41%,7.89%,,10.42%,249,114,5635,3.8,5.2,1356,175,,0,350,3646,280,414,4386,300,322,375,3434,1360,207,0,0,1471,116,,27,259,0,,0,306022
2014-10-06,4.313,236,441,1315,44%,40%,7.93%,,11.15%,199,199,13003,4.4,7.9,4836,365,,0,923,8780,500,1047,9797,746,768,943,7121,2715,486,0,0,2964,235,,68,610,0,,0,700119
2014-10-07,2.067,205,340,1392,46%,41%,7.67%,,7.87%,410,410,14195,4.7,7,4271,350,,0,908,9359,500,971,10796,832,758,872,7754,2801,484,0,0,3039,233,,48,610,0,,0,622206
2014-10-08,1.002,203,306,1352,45%,39%,7.19%,,8.87%,117,78,13087,4.3,5,2900,336,,0,911,8701,500,924,9871,775,791,844,7292,2811,449,0,0,3033,218,,51,575,0,,0,615389
2014-10-09,2.775,201,305,1314,45%,40%,6.67%,,9%,117,116,11775,4,5.2,3306,292,,0,753,7713,500,869,8728,820,670,797,6568,2707,512,0,0,2940,196,,57,633,0,,0,591017
2014-10-10,1.825,227,399,1149,45%,42%,7.57%,,11.28%,212,212,11414,4.5,7.5,3831,302,,0,755,7415,500,773,8539,730,659,699,6436,2366,408,0,0,2551,193,,58,514,0,,0,577899
2014-10-11,3.012,175,270,593,48%,49%,7%,,8.66%,76,41,4226,3.4,4.1,1032,124,,0,250,2766,229,300,3241,249,225,270,2570,1119,187,0,0,1229,86,,22,254,0,,0,214989
2014-10-12,1.841,136,222,786,51%,46%,6.08%,,8.85%,82,82,5047,3.3,4.2,1097,139,,0,316,3264,292,367,3855,310,285,349,3088,1446,209,0,0,1547,94,,23,260,0,,0,209682
2014-10-13,1.876,220,361,1383,46%,42%,8.43%,,12.23%,161,161,13287,4.4,6.2,3825,379,,0,858,8459,500,948,9871,860,751,859,7307,2813,499,0,0,3038,256,,75,613,0,,0,669371
2014-10-14,1.529,226,384,1456,46%,41%,8.45%,,8.99%,212,86,14686,4.6,5.9,3526,426,,0,1093,9442,500,1131,10702,1004,927,988,7818,2958,496,0,0,3185,269,,54,601,0,,0,718532
2014-10-15,1.289,224,384,1260,43%,38%,8.64%,,9.75%,229,163,13848,4.8,6.8,4048,400,,0,887,8959,500,988,10218,921,790,855,7513,2678,475,0,0,2905,251,,58,595,0,,0,650414
2014-10-16,2.264,230,428,1258,44%,37%,8.35%,,12.76%,161,161,12130,4.3,6.4,4075,384,,0,829,7795,500,917,9057,829,719,819,6786,2585,477,0,0,2850,238,,81,635,0,,0,655431
2014-10-17,1.676,217,342,1149,47%,44%,8.4%,,9.53%,156,156,10537,4.3,5.8,3230,332,,0,682,6881,500,743,7954,585,624,677,5988,2230,449,0,0,2429,204,,53,556,0,,0,526309
2014-10-18,0.671,177,394,586,50%,45%,8.55%,7.85%,11.5%,84,84,4544,3.9,7.1,1603,172,110,62,298,2825,275,311,3479,295,269,287,2619,1091,178,0,0,1169,100,74,26,226,0,0,0,207170
2014-10-19,0.672,209,453,678,50%,47%,9.42%,9.32%,9.85%,242,242,5586,4.1,7.4,1948,201,149,52,300,3701,298,440,4213,324,280,395,3160,1258,207,0,0,1359,128,102,26,264,0,0,0,284513
2014-10-20,0.625,218,408,1225,45%,39%,8.34%,7.92%,9.86%,181,181,11744,4.3,6.6,3877,348,234,114,773,7258,500,800,8472,923,695,724,6381,2486,452,0,0,2721,227,169,58,588,0,0,0,593598
2014-10-21,0.645,218,366,1332,46%,41%,8.57%,7.86%,10.91%,159,159,13048,4.5,6.8,4534,389,246,143,768,8478,500,958,9855,797,696,873,7293,2628,540,0,0,2871,246,173,73,669,0,0,0,625988
2014-10-22,0.596,228,422,1241,44%,37%,7.85%,6.6%,12.11%,137,136,13768,4.8,7.3,4712,421,232,189,789,8987,500,1033,10214,872,724,928,7374,2621,530,0,0,2840,223,145,78,644,0,0,0,648760
2014-10-23,0.684,235,424,1155,44%,41%,8.31%,7.32%,11.79%,366,194,11831,4.6,7,4012,402,218,184,782,8096,500,864,9064,784,720,767,6636,2366,455,0,0,2598,216,148,68,577,0,0,0,611580
2014-10-24,0.648,211,359,1054,46%,41%,8.48%,,10.25%,307,197,10552,4.6,6.4,3293,323,,0,600,6760,500,671,7781,701,550,591,5762,2102,414,0,0,2289,194,,53,517,0,,0,482912
2014-10-25,0.594,140,202,522,52%,57%,8.11%,,7.51%,77,77,3588,3.5,4.4,769,139,,0,264,2289,193,268,2750,204,226,240,2097,949,141,0,0,1011,82,,13,173,0,,0,141807
2014-10-26,0.793,160,271,539,47%,44%,8.48%,,12.57%,183,40,4384,3.8,4.7,792,140,,0,238,2946,240,346,3356,251,219,319,2531,1099,136,0,0,1156,98,,21,167,0,,0,185123
2014-10-27,0.652,206,374,1109,45%,38%,8.59%,,10.55%,140,140,10434,4.2,6.2,3421,345,,0,762,6611,500,713,7788,667,700,659,5843,2296,449,0,0,2492,214,,58,550,0,,0,512463
2014-10-28,0.578,212,382,1176,46%,38%,8.74%,,13.4%,330,170,11847,4.6,7.3,4134,409,,0,751,7607,500,900,8849,698,679,790,6540,2375,455,0,0,2574,225,,76,567,0,,0,546688
2014-10-29,0.559,219,365,1097,43%,38%,8.71%,,8.87%,212,212,12573,4.9,7.1,4307,370,,0,809,8136,500,889,9479,708,731,795,6963,2343,480,0,0,2560,223,,54,609,0,,0,559852
2014-10-30,0.562,223,414,1162,46%,42%,8.28%,,9.64%,493,493,12195,4.8,7.7,4550,375,,0,759,7967,500,860,9073,801,677,788,6642,2342,470,0,0,2547,211,,57,591,0,,0,568571
2014-10-31,0.681,223,394,909,43%,37%,11.03%,,13.86%,96,96,9717,4.6,6.4,3167,362,,0,629,6422,500,788,7228,583,565,715,5450,1923,381,0,0,2104,232,,69,498,0,,0,469179
2014-11-01,0.632,187,355,535,48%,54%,10.99%,,13.76%,172,172,4911,4.4,7.4,1607,199,,0,247,3247,231,395,3797,239,229,357,2923,1029,171,0,0,1110,122,,30,218,0,,0,207121
2014-11-02,0.592,188,313,709,49%,48%,11.73%,,11.81%,86,86,6090,4.2,6.7,1705,262,,0,324,4180,308,497,4699,320,299,445,3506,1363,199,0,0,1449,170,,30,254,0,,0,272448
2014-11-03,0.598,202,289,1350,45%,43%,10.73%,,12.05%,117,117,13451,4.4,5.9,3950,476,,0,862,8390,500,982,10072,831,778,896,7535,2774,522,0,0,3030,325,,81,672,0,,0,612640
2014-11-04,0.657,219,329,1208,43%,39%,9.57%,,11.66%,605,85,13987,5,5.7,3571,457,,0,824,9372,500,988,10656,768,726,886,7964,2614,519,0,0,2811,269,,73,626,0,,0,615451
2014-11-05,0.511,200,317,1254,43%,41%,9.21%,,10.4%,223,223,13063,4.5,6.3,4074,431,,0,832,8602,500,977,9785,780,733,884,7172,2681,491,0,0,2921,269,,67,644,0,,0,584956
2014-11-06,0.728,221,358,1259,45%,42%,9.49%,,9.93%,312,155,13501,4.8,6.6,4548,480,,0,990,8461,500,976,10068,816,886,863,7376,2546,542,0,0,2793,265,,68,685,0,,0,617093
2014-11-07,0.55,215,340,1080,45%,41%,8.57%,,10.79%,222,106,10711,4.5,6,3570,324,,0,726,6994,500,776,7901,681,639,701,5868,2193,471,0,0,2403,206,,64,593,0,,0,517153
2014-11-08,0.606,169,321,656,46%,49%,7.98%,,9.59%,131,131,5466,3.8,6.3,1371,147,,0,474,3460,273,308,4228,287,432,285,3170,1351,176,0,0,1429,114,,21,219,0,,0,241099
2014-11-09,0.629,156,304,686,48%,45%,7.79%,,10.97%,103,103,5046,3.5,4.9,1170,167,,0,406,3216,255,336,3830,266,362,301,3019,1335,198,0,0,1424,111,,26,237,0,,0,222256
2014-11-10,0.595,195,374,1282,44%,37%,7.25%,,10.54%,288,182,13056,4.5,6.9,3602,403,,0,1180,8148,500,820,9647,720,1036,744,7025,2738,430,0,0,2926,212,,55,522,0,,0,569641
2014-11-11,0.604,164,309,1016,47%,43%,8.69%,,11.83%,89,89,8206,3.8,6.2,2194,349,,0,666,5268,363,561,6321,392,613,512,4850,2049,297,0,0,2174,189,,42,355,0,,0,356906
2014-11-12,0.658,199,319,1481,46%,40%,8.25%,7.05%,12.55%,97,97,12913,4,5.3,3722,472,310,162,977,8126,500,855,9615,773,863,748,7222,2932,553,0,0,3199,264,176,88,701,0,0,0,637599
2014-11-13,0.543,189,279,1359,45%,44%,8.42%,,13.15%,617,115,13580,4.5,5.4,3746,420,,0,1052,8899,500,886,10033,898,856,797,7338,2735,537,0,0,3005,253,,91,692,0,,0,568984
2014-11-14,0.601,192,322,1518,47%,38%,7.38%,,12.75%,209,209,13491,4.2,6.4,4233,532,,0,973,9034,500,879,10309,803,835,790,7691,2981,542,0,0,3199,236,,84,659,0,,0,613954
2014-11-15,0.694,156,258,819,51%,49%,7.88%,,7.82%,125,125,5876,3.7,5,1464,196,,0,426,3817,270,394,4531,276,373,357,3519,1490,236,0,0,1600,126,,23,294,0,,0,249775
2014-11-16,0.74,169,287,854,49%,43%,9.08%,,13.29%,109,109,6791,3.9,5.3,1840,305,,0,483,4430,323,507,5205,340,445,456,4042,1646,289,0,0,1751,159,,46,346,0,,0,296469
2014-11-17,0.631,213,378,1473,44%,38%,8.04%,,10.9%,211,158,14597,4.3,6,4429,432,,0,1126,9021,500,1005,10844,893,949,920,8076,3090,593,0,0,3357,270,,81,743,0,,0,715902
2014-11-18,0.614,215,361,1372,45%,42%,9.39%,,14.35%,132,132,13626,4.4,6.3,4412,506,,0,1012,8673,500,989,10142,795,867,870,7500,2827,541,0,0,3077,289,,100,697,0,,0,661706
2014-11-19,0.575,213,368,1334,45%,39%,9.08%,,14.76%,110,110,13642,4.6,6.5,4509,434,,0,1001,8851,500,939,10135,853,905,844,7587,2737,550,0,0,2986,271,,102,691,0,,0,636984
2014-11-20,0.575,224,387,1303,44%,40%,9.73%,,13.4%,292,292,14342,4.8,6.8,5030,590,,0,957,9368,500,1100,10661,908,876,986,7668,2731,595,0,0,2992,291,,99,739,0,,0,671191
2014-11-21,0.582,230,444,1117,43%,37%,8.28%,,11.61%,168,168,11962,4.6,7.4,4644,337,,0,820,7907,500,825,9053,689,749,742,6709,2349,498,0,0,2573,213,,73,629,0,,0,591860
2014-11-22,0.813,190,304,608,47%,45%,9.1%,,13.29%,66,50,5243,4,5.2,1479,179,,0,348,3289,288,396,3924,314,307,360,2990,1192,232,0,0,1297,118,,38,286,0,,0,246543
2014-11-23,0.83,155,273,926,50%,42%,8.77%,,13.66%,94,94,6661,3.6,4.9,1790,255,,0,525,4351,311,514,5044,327,481,464,3897,1709,290,0,0,1859,163,,50,366,0,,0,288846
2014-11-24,1.037,220,311,1461,45%,40%,9.16%,,13.49%,152,94,14497,4.4,5.7,4604,518,,0,968,9298,500,1037,10713,942,848,950,8080,3005,669,0,0,3263,299,,109,808,0,,0,718428
2014-11-25,0.693,221,346,1384,46%,45%,9.09%,,9.96%,135,135,13389,4.4,5.6,4181,459,,0,916,8774,500,980,10020,781,805,887,7542,2748,596,0,0,3013,274,,74,743,0,,0,666608
2014-11-26,0.663,227,373,1329,45%,39%,9.3%,,12.47%,704,278,14247,4.9,6.1,4460,582,,0,851,9519,500,1068,10722,878,776,933,7619,2667,571,0,0,2935,273,,91,730,0,,0,664923
2014-11-27,0.69,232,391,1229,43%,40%,8.32%,,10.81%,314,314,13006,4.6,6.5,4497,436,,0,801,8469,500,961,9768,810,730,856,7076,2610,548,0,0,2850,237,,75,694,0,,0,661309
2014-11-28,0.661,233,401,1138,46%,42%,9.75%,,14.22%,219,219,11909,4.8,6.8,4615,422,,0,701,8061,500,794,9115,811,609,714,6612,2219,515,0,0,2473,241,,97,682,0,,0,577335
2014-11-29,0.853,143,191,650,53%,57%,7.19%,,8.52%,120,73,4151,3.4,3.6,962,143,,0,266,2828,182,284,3330,191,247,270,2655,1142,205,0,0,1237,89,,23,270,0,,0,176898
2014-11-30,0.703,168,219,741,51%,51%,8%,,8.99%,283,61,5830,4,4.1,1131,236,,0,363,3840,280,411,4452,292,335,382,3319,1359,227,0,0,1462,117,,25,278,0,,0,246146
2014-12-01,0.714,218,339,1323,45%,41%,8.85%,,11.87%,307,184,13762,4.6,5.6,3977,514,,0,864,9184,500,992,10447,774,776,860,7682,2709,576,0,0,2961,262,,85,716,0,,0,646838
2014-12-02,0.711,231,357,1300,45%,41%,9.13%,,11.84%,762,126,14170,4.9,6,3938,441,,0,988,9070,500,965,10598,858,852,857,7462,2683,529,0,0,2904,265,,78,659,0,,0,669966
2014-12-03,0.733,219,377,1298,45%,40%,8.75%,,12.42%,263,263,13453,4.7,6.5,4255,408,,0,988,8690,500,951,9910,912,867,863,7346,2658,517,0,0,2892,253,,81,652,0,,0,633541
2014-12-04,0.746,234,318,1038,47%,44%,9.72%,,11.15%,251,62,10142,4.6,5.6,3148,338,,0,701,6342,500,658,7407,732,626,587,5556,2053,468,0,0,2222,216,,63,565,0,,0,519874
2014-12-05,0.857,245,408,1136,46%,42%,9.33%,,12.32%,394,176,12078,4.9,6.3,3871,407,,0,823,7711,500,839,8784,829,691,757,6340,2285,500,0,0,2487,232,,76,617,0,,0,609190
2014-12-06,0.878,167,247,588,51%,50%,11.33%,,16.53%,115,115,4316,3.8,5.1,1225,211,,0,311,2814,217,333,3292,225,281,284,2519,1065,192,0,0,1147,130,,40,242,0,,0,191860
2014-12-07,0.775,195,289,575,47%,42%,9.64%,,13.39%,186,186,5505,4.5,7.3,1862,204,,0,377,3509,346,380,4067,367,339,339,3134,1139,212,0,0,1224,118,,34,254,0,,0,238541
2014-12-08,0.743,217,344,1262,44%,38%,8.92%,,10.16%,209,172,12843,4.5,6.2,4612,384,,0,807,8532,500,903,9672,764,736,805,7259,2576,583,0,0,2847,254,,75,738,0,,0,619131
2014-12-09,0.817,251,444,1280,43%,37%,11.35%,,15.28%,190,190,14975,5,7.6,5986,641,,0,944,9933,500,1035,11422,876,815,935,8242,2704,629,0,0,2988,339,,121,792,0,,0,751304
2014-12-10,0.676,258,451,1302,43%,39%,11.45%,,16.1%,124,124,14551,4.9,7.2,5776,731,,0,876,9635,500,997,10879,946,748,875,7945,2716,629,0,0,2996,343,,129,801,0,,0,773167
2014-12-11,0.698,216,308,1347,46%,41%,12.52%,,17.1%,507,98,13943,4.7,6.1,4926,862,,0,781,9132,500,950,10572,850,696,844,7560,2645,641,0,0,2939,368,,139,813,0,,0,635853
2014-12-12,0.717,223,312,1139,44%,39%,12.28%,,14.48%,222,222,11845,4.6,5.8,3934,612,,0,703,8024,500,827,9235,633,627,741,6691,2330,531,0,0,2566,315,,98,677,0,,0,572274
2014-12-13,0.766,204,364,611,50%,52%,10.37%,,15.02%,116,81,5624,4.6,6.1,1541,235,,0,276,3659,283,400,4314,292,253,368,3255,1141,202,0,0,1225,127,,38,253,0,,0,249717
2014-12-14,0.829,154,278,678,49%,45%,10.2%,,11.51%,84,84,5032,3.7,5.1,1562,202,,0,274,3370,261,417,3908,271,256,366,2996,1266,242,0,0,1373,140,,35,304,0,,0,211009
2014-12-15,0.706,215,357,1469,46%,40%,13.3%,,19.82%,192,192,13797,4.3,5.9,5224,815,,0,774,9009,500,1014,10475,789,703,882,7691,2880,671,0,0,3189,424,,174,878,0,,0,686684
2014-12-16,0.688,224,375,1317,45%,38%,14.16%,,21%,338,338,13492,4.6,7,5731,894,,0,771,8834,500,954,10132,877,703,859,7258,2669,635,0,0,2945,417,,172,819,0,,0,658584
2014-12-17,0.647,228,353,1213,44%,39%,15.51%,,21.42%,223,223,13230,4.8,6.3,4514,1207,,0,803,8935,500,927,10193,730,729,833,7079,2528,575,0,0,2778,431,,154,719,0,,0,632617
2014-12-18,0.688,254,398,1329,46%,43%,18.16%,,26.08%,308,176,13523,4.6,6.1,5250,1058,,0,918,9071,500,931,10338,765,832,823,7351,2617,648,0,0,2913,529,,224,859,0,,0,738949
2014-12-19,0.654,235,365,1328,45%,45%,17.44%,,20.82%,103,91,12322,4.2,5.5,4380,1156,,0,900,8214,500,864,9494,567,802,775,6816,2624,597,0,0,2919,509,,167,802,0,,0,685360
2014-12-20,0.716,209,355,676,49%,52%,15.78%,,17.56%,558,558,6087,4.4,7.3,2583,551,,0,355,4281,213,396,5002,221,324,360,3464,1250,272,0,0,1375,217,,62,353,0,,0,287742
2014-12-21,0.774,174,301,577,49%,46%,12.74%,,17.33%,102,102,4521,3.8,5.8,1617,363,,0,264,3051,194,317,3671,206,241,288,2686,1076,210,0,0,1177,150,,48,277,0,,0,204571
2014-12-22,0.669,243,404,1123,44%,39%,15.28%,,22.17%,173,102,11148,4.4,6.1,3981,907,,0,824,7242,470,712,8620,508,747,649,6046,2297,502,0,0,2545,389,,145,654,0,,0,617674
2014-12-23,0.658,245,374,1021,44%,41%,16.41%,,23.05%,223,223,10556,4.6,6,3722,850,,0,720,6894,500,792,8112,547,630,715,5957,2089,477,0,0,2309,379,,142,616,0,,0,564995
2014-12-24,0.765,215,321,517,44%,41%,15.03%,,19.71%,115,115,4992,4.2,4.9,1679,335,,0,300,3357,234,346,3895,246,280,324,2969,1068,263,0,0,1184,178,,67,340,0,,0,254910
2014-12-25,1.016,193,309,373,52%,57%,12.76%,,15.38%,91,70,2679,3.7,4.9,892,189,,0,165,1848,118,182,2193,124,144,168,1641,639,124,0,0,721,92,,28,182,0,,0,139173
2014-12-26,0.791,213,411,599,47%,45%,10.58%,,16.33%,177,177,4987,3.9,5.8,1710,237,,0,272,3175,220,387,3769,233,253,345,2839,1160,228,0,0,1266,134,,48,294,0,,0,269708
2014-12-27,0.853,176,230,507,50%,52%,11.37%,,12.17%,56,56,3850,3.8,4,928,193,,0,264,2456,177,295,2931,186,233,266,2257,931,174,0,0,1020,116,,28,230,0,,0,179321
2014-12-28,0.739,190,299,508,48%,45%,12.78%,,17.36%,131,70,4623,4.3,5.1,1243,303,,0,260,3023,229,331,3628,238,230,297,2589,965,185,0,0,1064,136,,42,242,0,,0,201757
2014-12-29,0.725,236,443,910,44%,37%,14.84%,,22.87%,160,160,9965,4.8,7.4,3536,754,,0,559,6838,413,686,7928,447,514,604,5478,1902,374,0,0,2076,308,,110,481,0,,0,490621
2014-12-30,0.655,245,417,814,44%,39%,16.73%,,23.06%,94,94,8925,4.8,6.2,2812,683,,0,503,6062,363,643,7017,394,465,587,5005,1673,332,0,0,1847,309,,104,451,0,,0,453432
2014-12-31,0.71,225,410,633,47%,39%,16.95%,,26.54%,85,80,5913,4.4,6.2,2209,548,,0,327,4179,249,398,4756,258,295,362,3444,1224,265,0,0,1357,230,,95,358,0,,0,305596
