date,nb_uniq_visitors,nb_visits,nb_users,nb_actions,max_actions,bounce_count,sum_visit_length,nb_visits_new,nb_actions_new,nb_uniq_visitors_new,nb_users_new,max_actions_new,bounce_rate_new,nb_actions_per_visit_new,avg_time_on_site_new,nb_visits_returning,nb_actions_returning,nb_uniq_visitors_returning,nb_users_returning,max_actions_returning,bounce_rate_returning,nb_actions_per_visit_returning,avg_time_on_site_returning,Referrers_visitorsFromSearchEngines,Referrers_visitorsFromSocialNetworks,Referrers_visitorsFromDirectEntry,Referrers_visitorsFromWebsites,Referrers_visitorsFromCampaigns,Referrers_distinctSearchEngines,Referrers_distinctSocialNetworks,Referrers_distinctKeywords,Referrers_distinctWebsites,Referrers_distinctWebsitesUrls,Referrers_distinctCampaigns,Referrers_visitorsFromDirectEntry_percent,Referrers_visitorsFromSearchEngines_percent,Referrers_visitorsFromCampaigns_percent,Referrers_visitorsFromSocialNetworks_percent,Referrers_visitorsFromWebsites_percent,nb_conversions,nb_visits_converted,revenue,conversion_rate,nb_conversions_new_visit,nb_visits_converted_new_visit,revenue_new_visit,conversion_rate_new_visit,nb_conversions_returning_visit,nb_visits_converted_returning_visit,revenue_returning_visit,conversion_rate_returning_visit,nb_pageviews,nb_uniq_pageviews,nb_downloads,nb_uniq_downloads,nb_outlinks,nb_uniq_outlinks,nb_searches,nb_keywords,nb_hits_with_time_generation,avg_time_generation,bounce_rate,nb_actions_per_visit,avg_time_on_site,avg_page_load_time,PagePerformance_network_time,PagePerformance_network_hits,PagePerformance_servery_time,PagePerformance_server_hits,PagePerformance_transfer_time,PagePerformance_transfer_hits,PagePerformance_domprocessing_time,PagePerformance_domprocessing_hits,PagePerformance_domcompletion_time,PagePerformance_domcompletion_hits,PagePerformance_onload_time,PagePerformance_onload_hits,PagePerformance_pageload_time,PagePerformance_pageload_hits,avg_time_network,avg_time_server,avg_time_transfer,avg_time_dom_processing,avg_time_dom_completion,avg_time_on_load
2021-08-06,30075,31767,132,75123,345,17050,3035203,24590,55447,24584,67,345,55%,2.3,76,7177,19676,6224,74,134,48%,2.7,163,23464,166,5219,2918,0,12,6,166,370,674,0,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,57354,41396,6829,5546,10356,8813,584,428,,,54%,2.4,96,1.11,10746.967,57215,19316.626,57201,8206.945,57169,116542.771,56792,17049.913,13115,39.017,12981,47012.22,42412,0.19,0.34,0.14,2.05,1.3,0
2021-08-07,26333,27756,50,63793,352,14657,2505460,22319,49074,22309,33,352,54%,2.2,72,5437,14719,4738,20,322,47%,2.7,166,21615,113,3895,2133,0,11,6,98,265,501,0,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,48569,34439,4032,3331,10842,9104,350,268,,,53%,2.3,90,1.33,10131.893,48464,19501.001,48457,8227.188,48441,101765.79,48243,17379.691,11931,39.866,11797,48148.71,36222,0.21,0.4,0.17,2.11,1.46,0
2021-08-08,26705,28073,45,65322,358,14100,2351467,22425,51219,22418,29,358,51%,2.3,74,5648,14103,4997,18,95,46%,2.5,122,22149,119,3778,2027,0,13,6,110,270,513,0,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,48340,34581,4399,3497,12225,10322,358,267,,,50%,2.3,84,1.43,10372.754,48119,15850.75,48112,7537.684,48085,106424.106,47903,17835.526,13030,42.318,12887,51870.246,36356,0.22,0.33,0.16,2.22,1.37,0
2021-08-09,34355,36182,134,83867,354,19712,3336910,28463,62155,28457,77,354,56%,2.2,74,7719,21712,6772,66,231,48%,2.8,159,27453,164,5691,2874,0,13,7,212,409,751,0,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,63683,47149,7530,6218,11958,10072,696,492,,,54%,2.3,92,1.04,11760.562,63569,19028.464,63526,8792.176,63527,109948.575,63140,17145.868,15089,43.238,14976,49207.847,47304,0.19,0.3,0.14,1.74,1.14,0
2021-08-10,33004,34993,127,82850,333,18773,3345218,26950,60706,26946,67,333,55%,2.3,77,8043,22144,6954,68,78,47%,2.8,156,26508,112,5446,2926,1,12,7,219,415,747,1,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,62018,45794,8273,6515,11885,10016,674,500,,,54%,2.4,96,1.11,12403.73,61901,18785.533,61897,8823.24,61859,111147.912,61467,17517.581,15071,42.954,14963,51485.054,46193,0.2,0.3,0.14,1.81,1.16,0
2021-08-11,31966,33840,125,80991,352,17707,3175633,25929,58895,25923,63,352,54%,2.3,76,7911,22096,6878,73,259,46%,2.8,151,25459,262,5422,2697,0,14,6,232,396,719,0,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,60121,44163,8217,6669,11865,10003,788,500,,,52%,2.4,94,1.16,11813.409,60015,18143.036,60006,8765.997,59972,115999.949,59554,16864.403,15096,46.508,14980,51941.126,44937,0.2,0.3,0.15,1.95,1.12,0
2021-08-12,34451,36450,133,86602,344,18705,3482210,28228,63682,28219,69,344,53%,2.3,77,8222,22920,7204,73,283,45%,2.8,161,27894,331,5421,2793,11,13,5,193,388,679,1,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,64026,46913,7832,6405,13758,11563,986,500,,,51%,2.4,96,1.34,13349.353,63927,20299.293,63916,9438.39,63893,125197.371,63516,22696.815,16741,56.206,16639,64260.386,48105,0.21,0.32,0.15,1.97,1.36,0
2021-08-13,31971,33682,130,78420,360,17872,3023815,26437,58852,26434,77,360,55%,2.2,76,7245,19568,6378,57,274,47%,2.7,141,25599,435,5102,2530,16,12,7,179,386,668,1,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,58555,43025,6742,5536,11845,9967,1278,500,,,53%,2.3,90,1.16,11588.485,58455,18024.73,58449,8503.021,58410,112949.024,58075,16391.013,14420,63.603,14340,50653.599,43691,0.2,0.31,0.15,1.94,1.14,0
2021-08-14,20220,21163,43,48896,348,10941,1776469,17037,38591,17006,29,348,53%,2.3,75,4126,10305,3710,15,66,47%,2.5,119,16678,248,2856,1378,3,13,5,83,223,396,1,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,36284,25858,3088,2417,8896,7424,628,500,,,52%,2.3,84,1.37,8157.057,36222,12288.015,36206,5579.741,36186,72647.865,36049,12208.622,9471,37.396,9383,37319.286,27252,0.23,0.34,0.15,2.02,1.29,0
2021-08-15,25204,26605,56,63869,354,13190,2410397,20845,49102,20837,44,354,51%,2.4,80,5760,14767,5068,17,136,45%,2.6,129,20833,211,3573,1987,1,17,7,75,262,429,1,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,47268,33288,4277,3371,11532,9642,792,500,,,50%,2.4,91,1.6,10566.39,47183,15939.266,47170,7457.328,47143,98882.236,46931,17893.972,12536,52.639,12417,56761.313,35563,0.22,0.34,0.16,2.11,1.43,0
2021-08-16,31959,33918,143,82430,358,17815,3403683,25779,59788,25775,86,358,55%,2.3,82,8139,22642,7091,64,185,46%,2.8,157,25023,196,5458,3239,2,14,8,217,448,768,1,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,61974,45296,7861,6468,10983,9269,1612,500,,,53%,2.4,100,1.04,12772.646,61871,18589.111,61857,8207.358,61844,106672.666,61460,15758.703,14319,56.467,14211,47715.088,45927,0.21,0.3,0.13,1.74,1.1,0
2021-08-17,29691,31445,124,77827,344,16402,3245065,23904,56469,23902,72,344,54%,2.4,83,7541,21358,6569,59,119,46%,2.8,167,22908,236,5140,3159,2,12,7,189,454,756,1,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,57895,42085,8327,6709,10137,8594,1468,500,,,52%,2.5,103,1.04,10349.974,57785,21090.78,57762,12195.185,57759,95201.063,57412,14796.351,13508,53.619,13409,44502.755,42939,0.18,0.37,0.21,1.66,1.1,0
2021-08-18,28374,30170,126,77363,903,15580,3193386,22634,54492,22625,60,360,54%,2.4,86,7536,22871,6499,73,903,45%,3,167,21569,130,5333,3138,0,11,7,187,418,739,0,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,57601,40938,8293,6682,9969,8456,1500,500,,,52%,2.6,106,0.98,10107.013,57463,17772.506,57455,7844.772,57424,95899.541,57044,13007.895,13507,48.792,13423,41936.504,42719,0.18,0.31,0.14,1.68,0.96,0
2021-08-19,28212,29922,131,76305,764,15392,3086979,22715,54655,22709,66,356,53%,2.4,85,7207,21650,6293,73,764,46%,3,160,21900,110,4924,2988,0,14,5,203,437,764,0,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,56901,40236,7814,6288,10038,8454,1552,500,,,51%,2.6,103,1,9849.949,56794,17135.576,56781,7607.858,56772,97704.337,56449,13512.085,13382,50.063,13290,42230.525,42244,0.17,0.3,0.13,1.73,1.01,0
2021-08-20,26858,28383,112,70838,1484,14986,2855955,21785,50774,21775,51,341,55%,2.3,78,6598,20064,5786,66,1484,46%,3,174,21040,86,4773,2484,0,14,6,185,401,668,0,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,53217,37196,7040,5781,9294,7889,1287,500,,,53%,2.5,101,1.01,9322.039,53135,16310.981,53113,7338.579,53108,88023.736,52781,12623.412,12300,46.87,12218,39671.588,39442,0.18,0.31,0.14,1.67,1.03,0
2021-08-21,21927,23006,53,55868,1495,12254,2076408,18508,42759,18503,31,360,54%,2.3,77,4498,13109,3993,24,1495,48%,2.9,145,17895,128,3297,1686,0,12,6,80,281,491,0,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,42419,28417,4084,3247,8591,7190,774,500,,,53%,2.4,90,1.14,7982.932,42331,13574.962,42312,9858.572,42297,79908.76,42167,11389.834,9934,39.233,9857,35844.11,31483,0.19,0.32,0.23,1.9,1.15,0
2021-08-22,22619,23788,54,59770,1479,11787,2266224,18822,45210,18814,41,358,51%,2.4,82,4966,14560,4420,14,1479,45%,2.9,144,18398,85,3409,1896,0,14,7,100,284,515,0,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,44594,30069,4243,3456,10074,8464,859,500,,,50%,2.5,95,1.29,11707.78,44518,15810.48,44516,6641.519,44491,85458.524,44332,14135.394,11161,45.145,11047,42968.634,33344,0.26,0.36,0.15,1.93,1.27,0
2021-08-23,29441,31287,153,81335,1495,15992,3366780,23456,56851,23449,75,350,53%,2.4,87,7831,24484,6782,91,1495,45%,3.1,168,22499,202,5562,3020,4,13,7,211,495,827,1,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,59842,42160,9175,7373,10578,8550,1740,500,,,51%,2.6,108,0.95,10452.971,59752,18276.988,59712,8535.318,59730,99970.477,59414,13701.137,14143,48.95,14052,42074.721,44467,0.17,0.31,0.14,1.68,0.97,0
2021-08-24,28064,29874,145,78714,1469,15298,3453371,22170,54967,22166,74,346,53%,2.5,93,7704,23747,6653,78,1469,46%,3.1,182,21340,163,5547,2824,0,14,7,191,458,794,0,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,58554,40689,8523,7022,9933,8151,1704,500,,,51%,2.6,116,0.93,10616.265,58479,22997.395,58471,11819.475,58438,89638.969,58008,12486.815,13535,52.341,13441,40307.692,43395,0.18,0.39,0.2,1.55,0.92,0
2021-08-25,27204,28957,138,76968,1487,14777,3213789,21530,53165,21529,71,358,53%,2.5,88,7427,23803,6415,80,1487,45%,3.2,178,20641,159,5528,2629,0,14,6,172,460,726,0,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,56774,39683,9222,7458,9250,7736,1722,500,,,51%,2.7,111,0.93,9343,56684,16884.525,56669,7194.138,56644,90719.847,56282,12692.413,13167,79.977,13081,38968.328,42087,0.16,0.3,0.13,1.61,0.96,0.01
2021-08-26,27787,29467,154,74986,1486,15564,3130860,22217,52383,22216,66,350,55%,2.4,83,7250,22603,6312,95,1486,46%,3.1,179,20706,189,5226,3346,0,13,5,197,469,761,0,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,56132,39437,8014,6592,9221,7711,1619,500,,,53%,2.5,106,0.94,9264.724,56015,16494.198,55990,7524.18,55976,90640.468,55645,12502.434,12751,43.918,12670,39223.402,41507,0.17,0.29,0.13,1.63,0.98,0
2021-08-27,25031,26505,121,68304,1479,13896,2819713,19982,48715,19978,53,351,54%,2.4,86,6523,19589,5700,72,1479,47%,3,170,19254,121,4765,2365,0,14,6,151,428,703,0,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,50749,35055,7544,6082,8654,7276,1357,500,,,52%,2.6,106,0.93,8236.851,50699,15494.953,50674,6491.967,50667,78439.102,50363,11106.131,11836,40.922,11766,35098.641,37667,0.16,0.31,0.13,1.56,0.94,0
2021-08-28,19372,20342,37,51006,1480,10782,1923702,16406,39451,16399,22,353,54%,2.4,79,3936,11555,3504,17,1480,49%,2.9,159,15491,95,3206,1550,0,13,6,84,279,481,0,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,38589,25491,3991,3235,7585,6289,841,500,,,53%,2.5,95,1.05,6305.793,38525,12004.511,38517,5080.501,38497,71151.384,38377,9377.58,8815,32.11,8748,29926.389,28579,0.16,0.31,0.13,1.85,1.06,0
2021-08-29,20490,21571,42,54524,1482,11082,2108402,17055,41315,17052,24,330,52%,2.4,85,4516,13209,3984,22,1482,49%,2.9,146,16598,81,3249,1643,0,12,6,91,305,511,0,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,40683,26965,4130,3275,8909,7322,802,500,,,51%,2.5,98,1.2,7118.762,40635,13287.315,40629,5398.832,40618,82463.181,40483,11720.128,10063,38.22,9976,36341.138,30400,0.18,0.33,0.13,2.04,1.16,0
2021-08-30,30031,31962,160,83654,1490,16339,3529867,24117,59241,24114,72,348,53%,2.5,88,7845,24413,6732,97,1490,47%,3.1,178,22481,422,6127,2932,0,13,7,212,484,820,0,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,61061,42898,9598,7663,11219,9177,1776,500,,,51%,2.6,110,0.94,10313.2,60963,25763.598,60943,7954.228,60943,92022.764,60579,13036.628,14808,53.087,14717,42690.532,45492,0.17,0.42,0.13,1.52,0.88,0
2021-08-31,28589,30354,162,79807,1496,15435,3354159,22635,56102,22627,72,360,53%,2.5,90,7719,23705,6718,99,1496,45%,3.1,170,21415,386,5734,2819,0,13,9,191,478,800,0,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,58674,41172,9387,7575,9975,8243,1771,500,,,51%,2.6,111,0.91,9600.82,58604,18075.492,58593,7500.101,58573,86730.911,58195,12282.31,13851,46.395,13778,39784.303,43599,0.16,0.31,0.13,1.49,0.89,0
2021-09-01,27875,29675,135,80760,903,14991,3419969,22152,56551,22146,57,354,52%,2.6,94,7523,24209,6524,83,903,45%,3.2,178,20592,563,5605,2810,105,12,7,151,490,797,1,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,59122,41372,9529,7503,10228,8206,1881,500,,,51%,2.7,115,0.92,9189.647,59016,17754.634,59001,7710.12,58984,86058.94,58581,12597.463,13630,52.292,13519,40210.173,43788,0.16,0.3,0.13,1.47,0.92,0
2021-09-02,28301,30131,154,78682,1019,15288,3361773,22658,56132,22650,65,358,53%,2.5,94,7473,22550,6475,91,1019,45%,3,166,21235,319,5579,2968,30,15,7,207,473,760,1,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,57601,40813,9480,7646,9915,8179,1686,500,,,51%,2.6,112,0.93,9287.073,57568,17197.625,57536,7341.347,57544,85838.354,57186,13340.314,13617,60.444,13537,39922.706,42831,0.16,0.3,0.13,1.5,0.98,0
2021-09-03,26181,27732,139,70693,886,14315,2957008,21027,51419,21022,59,348,54%,2.4,90,6705,19274,5912,89,886,46%,2.9,160,19635,115,5344,2627,11,13,6,189,437,728,1,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,52318,36898,8158,6674,8789,7266,1428,500,,,52%,2.5,107,0.92,8637.255,52264,15222.562,52243,6323.63,52246,79909.939,51878,10989.854,12240,43.674,12170,35601.158,38840,0.17,0.29,0.12,1.54,0.9,0
2021-09-04,18665,19675,37,49479,1482,10666,1894695,15804,37996,15801,22,328,55%,2.4,81,3871,11483,3381,15,1482,51%,3,158,14631,66,3356,1613,9,12,6,88,282,464,1,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,37546,24743,3943,3111,7191,5809,799,500,,,54%,2.5,96,0.95,6023.097,37502,11652.827,37488,4486.384,37472,66367.912,37359,8334.024,8235,32.095,8180,26440.661,27706,0.16,0.31,0.12,1.78,1.01,0
2021-09-05,19358,20378,48,52253,1483,10446,2039228,16164,39757,16162,26,327,52%,2.5,87,4214,12496,3697,23,1483,48%,3,149,15069,95,3499,1711,4,12,6,76,313,515,1,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,39224,25960,4205,3378,7990,6472,834,500,,,51%,2.6,100,1.09,6977.028,39187,12590.923,39182,5157.806,39150,67030.849,39025,10089.281,9102,37.862,9023,31832.81,29111,0.18,0.32,0.13,1.72,1.11,0
2021-09-06,29376,31346,142,81885,591,16079,3515272,23447,59038,23444,63,348,53%,2.5,95,7899,22847,6767,91,591,47%,2.9,163,21633,157,6361,3192,3,14,6,219,471,771,3,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,60213,43120,9734,7735,9939,8237,1999,500,,,51%,2.6,112,0.91,9853.253,60173,17356.772,60143,11895.82,60143,89761.439,59755,12669.931,14089,46.248,14015,40899.701,44719,0.16,0.29,0.2,1.5,0.9,0
2021-09-07,28438,30439,169,81122,818,15496,3504452,22503,56747,22499,70,360,53%,2.5,95,7936,24375,6777,112,818,45%,3.1,173,21045,246,6162,2959,27,11,9,199,513,800,4,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,59478,42417,9947,7959,9648,7711,2049,500,,,51%,2.7,115,0.86,9540.947,59436,17465.317,59412,9523.252,59400,87871.977,59089,11500.101,13594,45.976,13508,37933.751,44073,0.16,0.29,0.16,1.49,0.85,0
2021-09-08,27368,29229,134,77986,360,14833,3344982,21547,55485,21545,59,360,53%,2.6,95,7682,22501,6646,83,210,45%,2.9,170,20498,164,5951,2609,7,11,8,212,466,775,4,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,56286,40150,10038,8021,9691,7793,1971,500,,,51%,2.7,114,0.9,8926.601,56237,16150.163,56215,7120.094,56208,85661.679,55842,11461.958,13780,51.33,13719,37647.39,42000,0.16,0.29,0.13,1.53,0.83,0
2021-09-09,27994,29752,135,77608,327,15091,3196076,22452,56703,22449,67,327,52%,2.5,91,7300,20905,6346,79,118,46%,2.9,157,20726,153,6070,2794,9,10,5,213,501,814,4,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,57103,41185,9683,7666,8884,7463,1938,500,,,51%,2.6,107,0.85,9199.805,57039,16862.675,57017,7251.724,57015,83628.616,56608,10643.476,13370,42.398,13297,35863.724,42391,0.16,0.3,0.13,1.48,0.8,0
2021-09-10,27018,28703,127,75068,359,14562,3178475,21827,55370,21819,59,359,52%,2.5,97,6876,19698,5958,70,152,46%,2.9,153,20038,165,5902,2591,7,13,7,227,466,752,3,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,54431,39704,9558,7363,9007,7561,2072,500,,,51%,2.6,111,0.9,9295.068,54386,16020.723,54376,7830.633,54342,84554.178,53923,11085.165,13093,43.877,13005,36267.514,40520,0.17,0.29,0.14,1.57,0.85,0
2021-09-11,16920,17748,46,43315,348,9377,1698848,14284,34254,14281,25,348,54%,2.4,89,3464,9061,3079,24,140,49%,2.6,124,13127,86,3160,1374,1,11,7,70,294,458,1,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,32436,22884,3701,2945,6282,5226,896,500,,,53%,2.4,96,1.03,5877.275,32391,10269.529,32381,4556.355,32369,79887.841,32233,7758.147,7473,28.465,7404,24723.16,24041,0.18,0.32,0.14,2.48,1.04,0
2021-09-12,17750,18689,60,44930,300,9966,1798201,15071,35550,15063,41,300,54%,2.4,86,3618,9380,3193,24,52,50%,2.6,141,13767,105,3265,1550,2,11,6,84,317,493,1,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,33313,24166,4013,3198,6754,5473,850,500,,,53%,2.4,96,1.01,6215.16,33277,10520.537,33257,5261.507,33249,66273.984,33139,7712.659,8010,32.977,7957,25141.846,24814,0.19,0.32,0.16,2,0.96,0
2021-09-13,29931,31986,156,88134,356,15861,4011835,23999,63927,23991,66,356,51%,2.7,108,7987,24207,6839,95,106,44%,3,177,22041,317,6676,2949,3,12,9,247,512,812,3,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,62678,46013,12204,9094,10497,8445,2755,500,,,50%,2.8,125,0.89,10864.143,62625,18223.751,62608,8780.883,62586,92935.196,62171,12748.683,15465,51.858,15383,41832.935,46806,0.17,0.29,0.14,1.49,0.82,0
2021-09-14,29932,31880,148,85817,1109,16059,3787482,24119,62461,24114,72,1109,52%,2.6,102,7761,23356,6696,86,84,45%,3,172,22307,132,6520,2914,7,13,7,227,480,778,2,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,61536,45247,11801,8786,9656,8014,2824,500,,,50%,2.7,119,0.88,9904.924,61488,17801.6,61475,8519.425,61439,95896.7,60969,13270.392,14864,47.035,14713,40158.23,45824,0.16,0.29,0.14,1.57,0.89,0
2021-09-15,28582,30381,160,81632,322,15331,3571093,22939,58944,22931,76,322,53%,2.6,99,7442,22688,6464,96,217,44%,3,174,21323,105,6270,2681,2,11,6,198,482,769,2,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,58977,42731,10908,8186,9270,7669,2477,500,,,50%,2.7,118,0.89,9590.387,58869,18202.567,58851,10352.138,58839,95194.391,58474,11546.812,14002,50.773,13914,38988.432,43824,0.16,0.31,0.18,1.63,0.82,0
2021-09-16,29368,31234,141,84913,360,15528,3795587,23633,61747,23632,60,360,52%,2.6,104,7601,23166,6581,89,175,44%,3,177,21948,114,6377,2791,4,16,6,213,508,787,1,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,60683,44222,11970,8700,9545,7993,2715,500,,,50%,2.7,122,0.9,10334.028,60618,18351.701,60574,8992.609,60583,115092.904,60222,12641.829,14632,51.197,14559,40828.842,45198,0.17,0.3,0.15,1.91,0.86,0
2021-09-17,26997,28734,125,75525,342,14993,3307704,21803,54809,21797,48,342,54%,2.5,96,6931,20716,5998,80,248,46%,3,175,19938,139,6029,2622,6,14,8,168,473,741,2,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,54822,39450,10132,7748,8165,6880,2406,500,,,52%,2.6,115,0.87,9476.519,54783,15602.4,54750,7510.683,54758,89969.634,54467,11348.921,12740,72.539,12679,35337.045,40696,0.17,0.28,0.14,1.65,0.89,0.01
2021-09-18,13769,14419,38,36048,358,7817,1382732,11656,28361,11649,20,358,55%,2.4,85,2763,7687,2433,18,228,50%,2.8,144,10648,57,2629,1083,2,14,6,67,263,383,2,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,27677,18772,2919,2305,4687,3876,765,500,,,54%,2.5,96,0.9,4444.146,27656,8301.233,27652,4233.254,27625,55116.559,27520,5327.387,5759,23.328,5703,18237.843,20319,0.16,0.3,0.15,2,0.93,0
2021-09-19,18244,19172,55,48665,353,10235,1941925,15616,38806,15616,30,353,54%,2.5,89,3556,9859,3122,27,101,50%,2.8,155,14188,55,3396,1533,0,13,6,62,311,487,0,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,36766,25214,4374,3407,6493,5329,1032,500,,,53%,2.5,101,0.93,5850.407,36746,10957.345,36744,5534.849,36716,73841.747,36589,7634.418,7995,40.616,7927,25112.153,27119,0.16,0.3,0.15,2.02,0.95,0.01
2021-09-20,32244,34467,152,91154,358,17651,4022390,25979,65291,25978,53,358,53%,2.5,96,8488,25863,7224,106,323,45%,3,180,24074,106,7140,3143,4,12,7,190,538,828,1,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,66094,48047,12219,8742,10134,8442,2707,500,,,51%,2.6,117,0.84,11104.618,66045,18607.702,66025,9490.775,66007,104366.827,65591,12798.482,15279,56.059,15201,41263.012,49024,0.17,0.28,0.14,1.59,0.84,0
2021-09-21,31436,33610,129,90185,361,16943,3971232,25342,66510,25337,52,361,52%,2.6,100,8268,23675,7013,82,117,46%,2.9,173,23547,103,7022,2928,10,15,6,227,513,828,4,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,64925,46944,12430,8867,9862,8223,2968,500,,,50%,2.7,118,0.84,10464.688,64885,18312.628,64874,20602.023,64846,103924.034,64381,12568.112,15274,47.879,15188,40624.031,48241,0.16,0.28,0.32,1.61,0.82,0
2021-09-22,31072,33265,147,87105,360,17574,3772923,25025,62629,25018,63,360,55%,2.5,93,8240,24476,7023,95,184,46%,3,176,23252,193,6780,3035,5,14,5,205,521,819,1,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,63089,46121,11970,8468,9445,7836,2601,500,,,53%,2.6,113,0.82,10005.955,63043,17892.571,63023,7481.326,63015,88480.034,62603,11672.62,14459,49.213,14379,38553.917,46753,0.16,0.28,0.12,1.41,0.81,0
2021-09-23,29610,31539,140,87755,353,16405,3759898,23750,65023,23746,59,353,54%,2.7,102,7789,22732,6675,89,240,45%,2.9,171,21621,178,6837,2901,2,14,7,187,504,799,1,0%,0%,0%,0%,0%,1,1,0,0%,1,1,0,0%,0,0,0,0%,61213,43941,12967,8637,10863,8413,2712,500,,,52%,2.8,119,0.86,9996.053,61153,18260.987,61117,9039.106,61130,93306.079,60772,12058.382,13704,34.915,13630,38744.311,45251,0.16,0.3,0.15,1.54,0.88,0
2021-09-24,27650,29524,129,79586,354,15489,3392544,22280,58489,22279,62,354,54%,2.6,100,7244,21097,6221,72,228,47%,2.9,162,20345,144,6519,2514,2,13,7,176,462,726,1,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,57666,41275,11106,7483,8186,6940,2628,500,,,52%,2.7,115,0.79,8927.36,57621,15984.186,57594,6809.75,57585,79536.382,57256,10599.774,12912,32.085,12834,33888.122,42633,0.15,0.28,0.12,1.39,0.82,0
2021-09-25,17527,18482,47,46368,360,10192,1824777,14893,36581,14891,29,360,56%,2.5,87,3589,9787,3096,19,154,51%,2.7,147,13549,117,3418,1395,3,14,5,66,304,465,3,0%,0%,0%,0%,0%,0,0,0,0%,0,0,0,0%,0,0,0,0%,35448,24051,4016,3133,5974,4890,930,500,,,55%,2.5,99,0.88,5852.27,35413,10491.184,35403,4188.216,35383,61173.119,35265,6714.332,7442,21.761,7388,22802.048,26049,0.17,0.3,0.12,1.73,0.9,0
