date,nb_uniq_visitors,nb_visits,nb_users,nb_actions,max_actions,bounce_count,sum_visit_length,nb_visits_new,nb_actions_new,nb_uniq_visitors_new,nb_users_new,max_actions_new,bounce_rate_new,nb_actions_per_visit_new,avg_time_on_site_new,nb_visits_returning,nb_actions_returning,nb_uniq_visitors_returning,nb_users_returning,max_actions_returning,bounce_rate_returning,nb_actions_per_visit_returning,avg_time_on_site_returning,Referrers_visitorsFromSearchEngines,Referrers_visitorsFromSocialNetworks,Referrers_visitorsFromDirectEntry,Referrers_visitorsFromWebsites,Referrers_visitorsFromCampaigns,Referrers_distinctSearchEngines,Referrers_distinctSocialNetworks,Referrers_distinctKeywords,Referrers_distinctWebsites,Referrers_distinctWebsitesUrls,Referrers_distinctCampaigns,Referrers_visitorsFromDirectEntry_percent,Referrers_visitorsFromSearchEngines_percent,Referrers_visitorsFromCampaigns_percent,Referrers_visitorsFromSocialNetworks_percent,Referrers_visitorsFromWebsites_percent,nb_conversions,nb_visits_converted,revenue,conversion_rate,nb_conversions_new_visit,nb_visits_converted_new_visit,revenue_new_visit,conversion_rate_new_visit,nb_conversions_returning_visit,nb_visits_converted_returning_visit,revenue_returning_visit,conversion_rate_returning_visit,nb_pageviews,nb_uniq_pageviews,nb_downloads,nb_uniq_downloads,nb_outlinks,nb_uniq_outlinks,nb_searches,nb_keywords,nb_hits_with_time_generation,avg_time_generation,bounce_rate,nb_actions_per_visit,avg_time_on_site
2020-05-21,50768,53674,96,162676,441,18753,5490522,39891,115503,39891,33,260,34%,2.9,89,13783,47173,12243,68,441,37%,3.4,141,37995,221,9217,6241,0,16,5,847,417,898,0,0%,0%,0%,0%,0%,1044,1037,0,1.93%,654,610,0,1.53%,390,346,0,2.51%,109346,76269,6860,5834,29909,23662,16561,500,108568,0.323,35%,3,102
2020-05-22,41325,43884,114,125194,145,17822,4484395,31277,84716,31277,38,67,41%,2.7,87,12607,40478,11055,83,145,40%,3.2,140,27963,400,8676,6844,1,16,8,893,442,884,1,0%,0%,0%,0%,0%,1194,1182,0,2.69%,715,688,0,2.2%,479,463,0,3.67%,85964,62306,7476,6423,20246,16244,11508,500,85352,0.314,41%,2.9,102
2020-05-23,38943,41115,74,115742,132,16660,3939541,30402,81954,30402,21,132,41%,2.7,81,10713,33788,9490,58,81,39%,3.2,137,26128,685,7503,6799,0,16,5,792,393,790,0,0%,0%,0%,0%,0%,965,955,0,2.32%,638,585,0,1.92%,327,301,0,2.81%,79547,57182,5827,4942,19761,15733,10607,500,78945,0.3,41%,2.8,96
2020-05-24,41194,43388,91,119945,166,17992,4076297,32440,85198,32440,29,124,42%,2.6,81,10948,34747,9767,66,166,39%,3.2,131,29534,308,7748,5798,0,16,7,833,380,782,0,0%,0%,0%,0%,0%,936,925,0,2.13%,612,538,0,1.66%,324,287,0,2.62%,82836,60217,6536,5489,19807,15595,10766,500,82194,0.304,41%,2.8,94
2020-05-25,49817,53009,166,145253,1135,23497,5519567,38137,96503,38137,50,189,46%,2.5,83,14872,48750,12989,126,1135,41%,3.3,158,33328,313,10128,9239,1,16,7,1160,561,1148,1,0%,0%,0%,0%,0%,1804,1781,0,3.36%,1080,980,0,2.57%,724,664,0,4.46%,101889,75510,10863,9359,20538,16772,11963,500,101215,0.301,44%,2.7,104
2020-05-26,46797,49843,166,138263,3937,22555,5102292,35882,89597,35882,60,129,47%,2.5,79,13961,48666,12116,118,3937,42%,3.5,161,31159,367,9599,8718,0,18,6,1179,553,1138,0,0%,0%,0%,0%,0%,1781,1755,0,3.52%,1060,1029,0,2.87%,721,689,0,4.94%,97876,70433,10433,8941,18560,15374,11394,500,97215,0.299,45%,2.8,102
2020-05-27,44530,47340,133,122595,123,22015,4600798,34126,82955,34126,42,58,48%,2.4,76,13214,39640,11566,104,123,42%,3,151,30418,337,9042,7540,3,15,7,1096,530,1122,2,0%,0%,0%,0%,0%,1625,1599,0,3.38%,939,894,0,2.62%,686,658,0,4.98%,85546,65010,9843,8491,16537,13681,10669,500,84879,0.317,47%,2.6,97
2020-05-28,43889,46647,134,119462,186,22413,4453051,33730,80542,33730,45,186,50%,2.4,75,12917,38920,11288,103,183,44%,3,148,28929,257,9039,8420,2,16,7,1074,508,1148,1,0%,0%,0%,0%,0%,1598,1572,0,3.37%,930,892,0,2.64%,668,644,0,4.99%,84211,64208,9751,8267,15467,12809,10033,500,83701,0.32,48%,2.6,95
2020-05-29,33476,35699,131,90896,256,17780,3545176,25264,58781,25264,38,175,52%,2.3,75,10435,32115,9076,104,256,43%,3.1,157,22611,237,8173,4675,3,17,7,834,495,962,1,0%,0%,0%,0%,0%,1235,1220,0,3.42%,708,687,0,2.72%,527,506,0,4.85%,64277,49757,8231,6989,10235,8395,8153,500,63860,0.348,50%,2.5,99
2020-05-30,21972,23317,60,57978,112,11668,2104997,16634,38684,16634,22,112,52%,2.3,75,6683,19294,5878,42,79,44%,2.9,129,15250,145,5549,2373,0,15,6,498,329,616,0,0%,0%,0%,0%,0%,626,622,0,2.67%,406,367,0,2.21%,220,198,0,2.96%,41052,31098,4250,3596,7807,6192,4869,500,40686,0.336,50%,2.5,90
2020-05-31,22938,24299,54,60028,125,12850,2255603,17725,40650,17725,18,103,56%,2.3,77,6574,19378,5780,38,125,45%,2.9,136,15905,112,5694,2588,0,15,6,490,325,640,0,0%,0%,0%,0%,0%,683,669,0,2.75%,434,384,0,2.17%,249,221,0,3.36%,43057,32872,4824,4036,6987,5668,5160,500,42734,0.342,53%,2.5,93
2020-06-01,24410,26136,97,65969,149,13680,2666006,18242,43008,18242,28,89,55%,2.4,83,7894,22961,6852,72,149,46%,2.9,146,16161,197,6533,3245,0,16,7,554,417,866,0,0%,0%,0%,0%,0%,938,928,0,3.55%,583,578,0,3.17%,355,350,0,4.43%,46744,36138,6184,5297,6944,5634,6097,500,46386,0.353,52%,2.5,102
2020-06-02,30520,32917,156,86297,268,17073,3731123,22497,53783,22497,46,135,55%,2.4,88,10420,32514,8938,119,268,45%,3.1,168,19896,297,8001,3951,772,14,6,847,532,1013,1,0%,0%,0%,0%,0%,1532,1504,0,4.57%,894,849,0,3.77%,638,607,0,5.83%,61053,47210,9676,8154,7613,6440,7926,500,60719,0.332,52%,2.6,113
2020-06-03,29714,32296,132,84615,744,16778,3830084,21876,52682,21876,43,139,55%,2.4,92,10420,31933,8791,102,744,46%,3.1,175,20029,108,7938,4116,105,17,6,871,516,1026,2,0%,0%,0%,0%,0%,1472,1454,0,4.5%,881,819,0,3.74%,591,548,0,5.26%,59743,45674,9352,7932,7553,6325,7961,500,59456,0.341,52%,2.6,119
2020-06-04,30433,33010,157,88244,282,16950,4010647,22258,53712,22258,55,107,55%,2.4,93,10752,34532,9129,115,282,44%,3.2,180,20483,275,8093,4114,45,14,8,866,541,1064,1,0%,0%,0%,0%,0%,1603,1580,0,4.79%,926,890,0,4%,677,651,0,6.05%,62545,47985,9841,8394,7855,6536,8003,500,62258,0.337,51%,2.7,121
2020-06-05,27079,29045,128,76049,137,14992,3264879,19921,48157,19921,40,123,54%,2.4,90,9124,27892,7911,92,137,46%,3.1,162,18133,217,7224,3440,31,15,8,756,466,940,2,0%,0%,0%,0%,0%,1386,1362,0,4.69%,854,839,0,4.21%,532,523,0,5.73%,53437,40921,8643,7260,6869,5706,7100,500,53167,0.332,52%,2.6,112
2020-06-06,18111,19267,67,47724,650,10485,1832255,13879,31918,13879,21,122,57%,2.3,79,5388,15806,4751,47,650,48%,2.9,136,11720,104,5167,2261,15,12,7,463,318,642,2,0%,0%,0%,0%,0%,649,640,0,3.32%,451,401,0,2.89%,198,166,0,3.08%,34309,26418,4747,3954,4730,3897,3938,500,34036,0.351,54%,2.5,95
2020-06-07,20350,21609,53,53023,123,11705,2031803,15775,36215,15775,15,79,57%,2.3,81,5834,16808,5159,41,123,48%,2.9,130,13589,167,5308,2532,13,13,6,462,338,658,1,0%,0%,0%,0%,0%,765,755,0,3.49%,515,465,0,2.95%,250,215,0,3.69%,38353,29576,4854,4052,5482,4425,4334,500,38067,0.356,54%,2.5,94
2020-06-08,31873,34232,170,88847,143,17854,3861262,23920,56451,23920,53,143,56%,2.4,85,10312,32396,8929,129,127,44%,3.1,176,22166,140,8078,3835,13,14,8,920,537,1079,1,0%,0%,0%,0%,0%,1670,1635,0,4.78%,982,944,0,3.95%,688,645,0,6.25%,62937,48510,9983,8419,7617,6309,8310,500,62570,0.328,52%,2.6,113
2020-06-09,30689,33009,168,86738,129,17196,3728404,23133,55931,23133,52,83,55%,2.4,89,9876,30807,8424,129,129,45%,3.1,169,21369,143,7931,3559,7,19,6,882,508,1033,1,0%,0%,0%,0%,0%,1643,1610,0,4.88%,1004,958,0,4.14%,639,607,0,6.15%,61396,47018,9914,8290,7417,6216,8011,500,61066,0.334,52%,2.6,113
2020-06-10,29788,31962,134,82768,116,16864,3622350,22395,53842,22395,55,102,56%,2.4,91,9567,28926,8235,96,116,46%,3,165,20849,177,7550,3367,19,16,5,832,486,960,2,0%,0%,0%,0%,0%,1543,1516,0,4.74%,942,906,0,4.05%,601,574,0,6%,58485,45127,9149,7780,7454,6072,7680,500,58136,0.332,53%,2.6,113
2020-06-11,29154,31323,137,81810,148,16426,3558013,21805,51608,21805,53,148,56%,2.4,86,9518,30202,8140,92,129,45%,3.2,177,20306,180,7476,3348,13,14,6,857,485,950,2,0%,0%,0%,0%,0%,1494,1470,0,4.69%,902,861,0,3.95%,592,567,0,5.96%,57969,44602,8961,7645,7248,5971,7632,500,57596,0.344,52%,2.6,114
2020-06-12,27975,29957,127,75922,205,15947,3205706,21202,48704,21202,33,120,56%,2.3,81,8755,27218,7539,100,205,46%,3.1,170,19461,482,6917,3090,7,14,7,759,470,937,2,0%,0%,0%,0%,0%,1305,1284,0,4.29%,784,776,0,3.66%,521,508,0,5.8%,54303,42033,8068,6872,6773,5673,6778,500,54016,0.335,53%,2.5,107
2020-06-13,19606,20706,60,47842,94,11615,1735370,15646,33784,15646,23,72,59%,2.2,66,5060,14058,4457,40,94,48%,2.8,139,13508,467,4827,1903,1,16,5,425,305,558,1,0%,0%,0%,0%,0%,643,630,0,3.04%,444,413,0,2.64%,199,186,0,3.68%,35214,27599,4094,3413,4767,3898,3765,500,34935,0.331,56%,2.3,84
2020-06-14,20617,21909,53,52087,105,11917,2033802,16371,36563,16371,18,80,57%,2.2,77,5538,15524,4835,36,105,47%,2.8,140,14522,151,5119,2115,2,16,6,448,343,627,2,0%,0%,0%,0%,0%,672,661,0,3.02%,467,407,0,2.49%,205,187,0,3.38%,37788,29388,4507,3824,5423,4303,4367,500,37503,0.362,54%,2.4,93
2020-06-15,30224,32583,128,84403,271,17009,3732271,22887,54295,22887,45,140,55%,2.4,88,9696,30108,8267,91,271,45%,3.1,178,21441,243,7733,3161,5,13,6,844,507,1035,2,0%,0%,0%,0%,0%,1536,1513,0,4.64%,898,841,0,3.67%,638,598,0,6.17%,59736,46454,9480,8082,7113,5921,8074,500,59460,0.362,52%,2.6,115
2020-06-16,29486,31699,142,83245,154,16638,3622112,22269,53346,22269,50,134,55%,2.4,90,9430,29899,8067,105,154,46%,3.2,172,20648,170,7814,3064,3,15,6,741,505,1005,1,0%,0%,0%,0%,0%,1524,1498,0,4.73%,932,897,0,4.03%,592,565,0,5.99%,58556,45030,9290,7977,7112,5838,8287,500,58218,0.333,52%,2.6,114
2020-06-17,34074,36391,145,93536,128,18785,3997652,26665,63522,26665,43,108,54%,2.4,89,9726,30014,8411,111,128,46%,3.1,168,21280,143,9419,5547,2,16,7,799,505,1029,1,0%,0%,0%,0%,0%,1835,1810,0,4.97%,1204,1162,0,4.36%,631,612,0,6.29%,65261,50723,11216,9180,8362,6941,8697,500,64930,0.379,52%,2.6,110
2020-06-18,29430,31542,143,80794,124,17020,3511760,22505,52909,22505,57,105,57%,2.4,88,9037,27885,7785,100,124,46%,3.1,169,20146,105,7470,3819,2,14,8,759,477,982,1,0%,0%,0%,0%,0%,1488,1456,0,4.62%,877,864,0,3.84%,611,592,0,6.55%,57099,44397,9147,7621,6974,5737,7574,500,56795,0.333,54%,2.6,111
2020-06-19,25835,27580,116,69808,182,14907,2978476,19447,45675,19447,43,154,57%,2.3,86,8133,24133,7083,81,182,46%,3,161,17390,164,6786,3238,2,13,7,641,442,876,2,0%,0%,0%,0%,0%,1224,1208,0,4.38%,758,695,0,3.57%,466,443,0,5.45%,49686,38702,7621,6473,6008,4992,6493,500,49414,0.369,54%,2.5,108
2020-06-20,17651,18769,39,42960,125,10874,1678495,14041,30338,14041,18,125,61%,2.2,75,4728,12622,4135,27,67,49%,2.7,131,11757,249,4730,2031,2,15,6,305,313,600,2,0%,0%,0%,0%,0%,533,527,0,2.81%,373,361,0,2.57%,160,158,0,3.34%,31664,24769,3805,3245,4134,3334,3357,500,31437,0.372,58%,2.3,89
2020-06-21,18626,19753,49,46307,140,11159,1711016,14828,32264,14828,17,59,60%,2.2,70,4925,14043,4311,38,140,47%,2.9,137,12654,120,4807,2171,1,13,7,363,320,643,1,0%,0%,0%,0%,0%,568,565,0,2.86%,379,355,0,2.39%,189,181,0,3.68%,33745,26300,4066,3398,4577,3707,3919,500,33508,0.334,56%,2.3,87
2020-06-22,30092,32267,112,83428,100,17068,3531469,22876,54578,22876,44,81,56%,2.4,86,9391,28850,8098,79,100,45%,3.1,167,21113,370,7306,3475,3,14,8,811,468,940,2,0%,0%,0%,0%,0%,1506,1491,0,4.62%,917,911,0,3.98%,589,580,0,6.18%,58840,45355,9496,8060,7066,5886,8026,500,58537,0.335,53%,2.6,109
2020-06-23,29300,31414,139,79651,154,16601,3394552,22324,52353,22324,53,68,56%,2.3,85,9090,27298,7902,94,154,46%,3,164,20680,209,7006,3517,2,15,8,717,459,952,1,0%,0%,0%,0%,0%,1474,1453,0,4.63%,896,888,0,3.98%,578,565,0,6.22%,56359,43781,8880,7559,6729,5673,7683,500,56068,0.342,53%,2.5,108
2020-06-24,28868,31046,120,79435,121,16406,3486785,22098,52139,22098,52,121,56%,2.4,87,8948,27296,7628,80,105,46%,3.1,174,20881,136,6721,3307,1,14,8,688,437,978,1,0%,0%,0%,0%,0%,1463,1438,0,4.63%,871,845,0,3.82%,592,567,0,6.34%,56574,43661,8661,7326,6885,5804,7314,500,56244,0.364,53%,2.6,112
2020-06-25,29152,31150,129,78340,129,16610,3377623,22330,52379,22330,50,73,56%,2.3,88,8820,25961,7672,90,129,47%,2.9,161,20546,81,7300,3223,0,14,5,678,463,1027,0,0%,0%,0%,0%,0%,1406,1389,0,4.46%,851,788,0,3.53%,555,544,0,6.17%,55657,42986,8604,7304,6694,5647,7385,500,55357,0.358,53%,2.5,108
2020-06-26,26052,27810,112,69921,197,14850,2936166,19831,46001,19831,41,197,56%,2.3,84,7979,23920,6954,78,143,46%,3,159,18170,119,6678,2841,2,14,6,571,441,879,2,0%,0%,0%,0%,0%,1190,1172,0,4.21%,721,668,0,3.37%,469,441,0,5.53%,49536,38436,7525,6398,6154,5051,6706,500,49244,0.343,53%,2.5,106
2020-06-27,19006,20178,57,48002,109,11338,1989876,15304,34012,15304,26,67,59%,2.2,76,4874,13990,4205,36,109,47%,2.9,169,12760,176,5039,2202,1,13,6,309,326,647,1,0%,0%,0%,0%,0%,533,524,0,2.6%,381,335,0,2.19%,152,134,0,2.75%,35096,26841,3875,3182,4714,3771,4317,500,34862,0.342,56%,2.4,99
2020-06-28,32121,34035,62,74005,171,19805,2562391,27001,55191,27001,25,67,61%,2,62,7034,18814,5984,44,171,49%,2.7,128,25282,169,6049,2532,3,13,6,477,312,667,1,0%,0%,0%,0%,0%,776,768,0,2.26%,567,543,0,2.01%,209,199,0,2.83%,55914,43654,5000,4226,6006,4793,7085,500,55554,0.327,58%,2.2,75
2020-06-29,37702,40446,153,99748,142,21719,4066299,29231,66365,29231,65,70,57%,2.3,78,11215,33383,9498,102,142,46%,3,160,27962,144,8201,4138,1,16,6,825,540,1125,1,0%,0%,0%,0%,0%,1689,1663,0,4.11%,1060,1019,0,3.49%,629,612,0,5.46%,72111,56044,9661,8354,8253,6845,9723,500,71758,0.322,54%,2.5,101
2020-06-30,31548,33778,132,86410,117,17791,3684660,24102,56499,24102,49,110,56%,2.3,84,9676,29911,8355,96,117,44%,3.1,172,22160,229,7769,3619,1,12,6,706,476,992,1,0%,0%,0%,0%,0%,1593,1567,0,4.64%,963,932,0,3.87%,630,609,0,6.29%,61447,47621,9443,8130,7334,6111,8186,500,61169,0.351,53%,2.6,109
2020-07-01,28545,30526,129,79390,159,16017,3494552,21611,51183,21611,44,119,56%,2.4,87,8915,28207,7717,96,159,44%,3.2,180,20226,169,6914,3214,3,12,6,663,479,985,2,0%,0%,0%,0%,0%,1424,1398,0,4.58%,835,828,0,3.83%,589,570,0,6.39%,55657,43009,8836,7570,6595,5553,8302,500,55317,0.349,52%,2.6,114
2020-07-02,28301,30198,127,75943,103,16213,3211318,21655,49903,21655,48,79,57%,2.3,83,8543,26040,7430,91,103,45%,3,165,19502,113,7418,3156,9,14,6,669,490,1007,2,0%,0%,0%,0%,0%,1332,1317,0,4.36%,812,786,0,3.63%,520,502,0,5.88%,53453,41629,8337,7122,6490,5461,7663,500,53221,0.331,54%,2.5,106
2020-07-03,25490,27180,100,65969,160,15344,2636160,19846,44265,19846,35,121,60%,2.2,76,7334,21704,6349,74,160,47%,3,154,16824,132,7823,2401,0,13,6,560,410,793,0,0%,0%,0%,0%,0%,1104,1088,0,4%,705,695,0,3.5%,399,393,0,5.36%,45941,35860,6983,5954,5583,4700,7462,500,45694,0.337,56%,2.4,97
2020-07-04,16470,17448,52,40001,104,9988,1499813,13335,29184,13335,21,65,59%,2.2,74,4113,10817,3605,37,104,50%,2.6,124,11193,97,4512,1646,0,15,7,278,283,513,0,0%,0%,0%,0%,0%,495,492,0,2.82%,371,345,0,2.59%,124,113,0,2.75%,29426,22906,3275,2697,3920,3170,3380,500,29228,0.34,57%,2.3,86
2020-07-05,18664,19770,53,46329,203,11284,1705995,15165,33513,15165,24,87,59%,2.2,72,4605,12816,3995,35,203,50%,2.8,135,12654,79,5167,1870,0,13,7,308,301,623,0,0%,0%,0%,0%,0%,569,563,0,2.85%,378,362,0,2.39%,191,177,0,3.84%,33789,26180,3813,3115,4570,3743,4157,500,33526,0.352,57%,2.3,86
2020-07-06,29401,31573,146,79082,185,16797,3437188,22539,51838,22539,55,185,56%,2.3,84,9034,27244,7717,102,128,45%,3,170,20787,118,7199,3469,0,16,5,654,448,943,0,0%,0%,0%,0%,0%,1436,1413,0,4.48%,856,817,0,3.62%,580,558,0,6.18%,56592,43628,8460,7218,6841,5762,7189,500,56301,0.341,53%,2.5,109
2020-07-07,28757,30819,158,78001,126,16370,3331453,22191,50938,22191,64,73,57%,2.3,83,8628,27063,7480,113,126,44%,3.1,173,20315,92,7080,3325,7,15,6,636,476,966,1,0%,0%,0%,0%,0%,1460,1438,0,4.67%,906,845,0,3.81%,554,524,0,6.07%,55193,42819,8656,7347,6704,5618,7448,500,54943,0.347,53%,2.5,108
2020-07-08,27662,29581,142,75386,163,15663,3116446,21195,49625,21195,58,163,56%,2.3,82,8386,25761,7229,95,125,45%,3.1,164,19624,50,6510,3397,0,13,7,583,448,933,0,0%,0%,0%,0%,0%,1357,1343,0,4.54%,832,799,0,3.77%,525,509,0,6.07%,53566,41307,7967,6776,6633,5476,7220,500,53312,0.33,53%,2.5,105
2020-07-09,27606,29451,155,75284,128,15418,3144717,20992,49335,20992,58,128,55%,2.4,82,8459,25949,7357,118,115,45%,3.1,167,19771,144,6391,3143,2,11,7,544,442,892,1,0%,0%,0%,0%,0%,1254,1229,0,4.17%,745,713,0,3.4%,509,487,0,5.76%,53301,41337,7894,6725,6739,5580,7350,500,53075,0.334,52%,2.6,107
2020-07-10,24063,25816,119,65102,147,13590,2752737,18399,43109,18399,40,123,55%,2.3,86,7417,21993,6408,91,147,46%,3,158,17328,111,5880,2497,0,14,6,486,419,831,0,0%,0%,0%,0%,0%,1123,1114,0,4.32%,658,645,0,3.51%,465,449,0,6.05%,45772,35314,6831,5799,6036,4939,6463,500,45551,0.335,53%,2.5,107
2020-07-11,15637,16547,47,38860,175,9372,1461228,12696,28134,12696,20,56,59%,2.2,73,3851,10726,3377,33,175,49%,2.8,140,10608,192,4263,1484,0,11,6,214,276,521,0,0%,0%,0%,0%,0%,432,425,0,2.57%,311,309,0,2.43%,121,116,0,3.01%,28137,21796,3078,2579,3954,3148,3691,500,27914,0.368,57%,2.3,88
2020-07-12,15993,16860,43,40933,329,9164,1504647,12901,29750,12901,14,72,56%,2.3,75,3959,11183,3510,32,329,50%,2.8,134,11527,67,3666,1600,0,16,7,192,278,524,0,0%,0%,0%,0%,0%,494,491,0,2.91%,365,364,0,2.82%,129,127,0,3.21%,29159,22315,3121,2562,4212,3423,4441,500,28934,0.38,54%,2.4,89
2020-07-13,22401,23860,94,58678,225,12941,2350359,17714,40412,17714,32,225,57%,2.3,80,6146,18266,5336,66,191,46%,3,152,15548,141,5551,2620,0,15,6,432,376,730,0,0%,0%,0%,0%,0%,842,839,0,3.52%,541,519,0,2.93%,301,290,0,4.72%,41772,32288,5597,4743,5595,4613,5714,500,41535,0.352,54%,2.5,99
2020-07-14,19657,20830,67,49716,116,11558,1916402,15741,35087,15741,27,79,58%,2.2,74,5089,14629,4510,44,116,48%,2.9,147,13630,206,4736,2258,0,13,6,270,335,647,0,0%,0%,0%,0%,0%,626,618,0,2.97%,413,408,0,2.59%,213,210,0,4.13%,36160,28146,4185,3555,4913,4052,4458,500,35955,0.373,55%,2.4,92
2020-07-15,28676,30701,129,76636,177,16382,3189084,22158,50842,22158,40,177,57%,2.3,82,8543,25794,7384,100,115,44%,3,161,20303,298,6545,3555,0,14,6,586,444,934,0,0%,0%,0%,0%,0%,1350,1336,0,4.35%,774,755,0,3.41%,576,558,0,6.53%,54899,42653,7995,6846,6836,5704,6906,500,54644,0.347,53%,2.5,104
2020-07-16,30737,32805,135,83086,107,17255,3499631,23625,54917,23625,53,84,56%,2.3,83,9180,28169,7971,97,107,45%,3.1,167,21717,716,6700,3671,1,12,5,583,412,865,1,0%,0%,0%,0%,0%,1444,1432,0,4.37%,883,850,0,3.6%,561,542,0,5.9%,59249,45825,8887,7542,7726,6489,7224,500,58979,0.336,53%,2.5,107
2020-07-17,34090,36280,113,93245,173,18509,3650208,26834,64695,26834,43,49,53%,2.4,82,9446,28550,8301,76,173,45%,3,152,23523,784,7192,4781,0,14,5,593,417,923,0,0%,0%,0%,0%,0%,1393,1378,0,3.8%,856,851,0,3.17%,537,527,0,5.58%,67999,52667,8454,7141,9681,8111,7111,500,67702,0.325,51%,2.6,101
2020-07-18,18584,19636,64,44887,72,11167,1644283,15156,32876,15156,30,72,59%,2.2,69,4480,12011,3950,39,63,50%,2.7,132,12540,153,4612,2331,0,13,6,232,250,542,0,0%,0%,0%,0%,0%,514,510,0,2.6%,354,329,0,2.17%,160,141,0,3.15%,33210,25937,3332,2748,4801,3886,3544,500,32962,0.367,57%,2.3,84
2020-07-19,20914,21962,59,50457,62,12377,1814863,17221,38037,17221,25,62,58%,2.2,72,4741,12420,4232,38,61,51%,2.6,121,14287,554,4574,2547,0,13,7,263,306,597,0,0%,0%,0%,0%,0%,563,558,0,2.54%,384,334,0,1.94%,179,153,0,3.23%,37366,28982,3625,3077,5311,4355,4155,500,37126,0.357,56%,2.3,83
2020-07-20,32978,35311,127,88980,281,18632,3718792,25608,59390,25608,42,216,56%,2.3,80,9703,29590,8348,97,281,45%,3,173,23660,664,7006,3981,0,12,7,662,455,976,0,0%,0%,0%,0%,0%,1393,1368,0,3.87%,849,782,0,3.05%,544,506,0,5.21%,63879,49184,8726,7512,8574,7023,7801,500,63626,0.326,53%,2.5,105
2020-07-21,29849,31762,104,78368,112,16973,3221874,22862,51818,22862,41,112,57%,2.3,80,8900,26550,7798,68,76,45%,3,156,21112,343,6740,3565,2,14,6,600,446,905,2,0%,0%,0%,0%,0%,1395,1361,0,4.28%,849,812,0,3.55%,546,521,0,5.85%,56446,43891,7769,6714,7400,6212,6753,500,56212,0.335,53%,2.5,101
2020-07-22,29675,31547,123,79043,173,16691,3121114,22879,52848,22879,50,87,55%,2.3,76,8668,26195,7599,90,173,46%,3,160,21343,328,6292,3580,4,16,6,619,444,910,2,0%,0%,0%,0%,0%,1319,1300,0,4.12%,760,751,0,3.28%,559,549,0,6.33%,56492,43540,7805,6729,7610,6327,7136,500,56242,0.326,53%,2.5,99
2020-07-23,29886,31783,114,77422,249,17331,3170294,23269,52454,23269,39,249,57%,2.3,80,8514,24968,7463,84,121,47%,2.9,154,20285,165,6912,4286,135,16,6,622,413,976,2,0%,0%,0%,0%,0%,1257,1241,0,3.9%,776,769,0,3.3%,481,472,0,5.54%,55447,43199,7820,6720,7321,6090,6834,500,55232,0.335,55%,2.4,100
2020-07-24,29425,31176,120,75970,171,17093,2969726,22899,51425,22899,43,74,58%,2.2,76,8277,24545,7321,81,171,47%,3,148,19665,176,6726,4575,34,16,6,529,400,824,2,0%,0%,0%,0%,0%,1144,1130,0,3.62%,690,685,0,2.99%,454,445,0,5.38%,54658,42554,7061,6030,7495,6233,6756,500,54455,0.328,55%,2.4,95
2020-07-25,27432,28582,39,61168,86,17082,2061517,23330,47850,23330,16,86,61%,2.1,62,5252,13318,4742,25,75,52%,2.5,116,19759,109,5852,2828,34,15,7,269,261,587,3,0%,0%,0%,0%,0%,530,521,0,1.82%,381,373,0,1.6%,149,146,0,2.78%,45314,35298,3624,3019,8164,6717,4066,500,45084,0.327,60%,2.1,72
2020-07-26,19964,21051,35,48345,85,11946,1841232,16320,36111,16320,15,85,58%,2.2,75,4731,12234,4224,25,48,52%,2.6,129,13898,121,4514,2515,3,14,6,230,276,552,1,0%,0%,0%,0%,0%,535,526,0,2.5%,378,349,0,2.14%,157,149,0,3.15%,35327,27449,3418,2889,5306,4240,4294,500,35118,0.365,57%,2.3,87
2020-07-27,31237,33460,114,83546,124,17438,3435561,24091,56259,24091,45,124,55%,2.3,81,9369,27287,8055,78,87,45%,2.9,158,22707,175,6634,3932,12,13,6,629,428,908,1,0%,0%,0%,0%,0%,1377,1359,0,4.06%,811,774,0,3.21%,566,546,0,5.83%,59463,45856,8221,7024,8225,6866,7637,500,59194,0.326,52%,2.5,103
2020-07-28,31039,33089,105,82619,100,17449,3432634,23822,55627,23822,45,77,55%,2.3,84,9267,26992,8064,69,100,46%,2.9,155,22086,245,6573,4178,7,15,7,601,417,937,2,0%,0%,0%,0%,0%,1329,1310,0,3.96%,771,751,0,3.15%,558,539,0,5.82%,59394,45921,8031,6945,7981,6718,7213,500,59123,0.334,53%,2.5,104
2020-07-29,28447,30338,111,76385,97,16056,3128242,21788,50522,21788,39,70,56%,2.3,81,8550,25863,7489,83,97,46%,3,159,20021,217,6390,3708,2,15,6,575,410,837,2,0%,0%,0%,0%,0%,1298,1277,0,4.21%,828,821,0,3.77%,470,456,0,5.33%,54457,41857,7544,6477,7574,6304,6810,500,54199,0.346,53%,2.5,103
2020-07-30,29097,30967,100,76359,410,16847,3074095,22509,51187,22509,34,92,57%,2.3,79,8458,25172,7422,72,410,48%,3,153,19692,458,6819,3992,6,16,7,511,417,878,2,0%,0%,0%,0%,0%,1206,1179,0,3.81%,720,709,0,3.15%,486,469,0,5.55%,54498,42296,7496,6450,7389,6083,6976,500,54247,0.326,54%,2.5,99
2020-07-31,23943,25472,92,62048,136,13745,2510464,18353,41850,18353,35,113,57%,2.3,78,7119,20198,6249,68,136,47%,2.8,151,16719,197,5536,3019,1,15,9,451,388,750,1,0%,0%,0%,0%,0%,945,935,0,3.67%,570,555,0,3.02%,375,364,0,5.11%,44689,34729,6025,5191,5955,5085,5379,500,44491,0.342,54%,2.4,99
